,,,Xfinder Recommendations,,,Xfinder Accuracy on Commit/Patch Files,,,,,Maintainer Accuracy on Commit/Patch Files,,,,,Maintainer Accuracy on Commit/Patch Files,,,
124527,mecir,export\listeformat.h,,ingwa ossi zachmann,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,clicea sitter adrian sebsauer bjacob astan villani hdhoang zander ducroquet,0,0,0,0
125306,mkruisselbrink,calendar\CalendarToolFactory.cpp,nikolaus,nikolaus,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,binner mlaurent ducroquet nlecureuil flambert bjacob bloos staniek sharan lunakl,0,0,0,0
125306,mkruisselbrink,commands\TextCommandBase.cpp,pstirnweiss,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt ,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,binner mlaurent ducroquet nlecureuil flambert bjacob bloos staniek sharan lunakl,0,0,0,0
125306,mkruisselbrink,commands\TextCommandBase.h,pstirnweiss,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,binner mlaurent ducroquet nlecureuil flambert bjacob bloos staniek sharan lunakl,0,0,0,0
125306,mkruisselbrink,commands\TextInsertParagraphCommand.cpp,,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,binner mlaurent ducroquet nlecureuil flambert bjacob bloos staniek sharan lunakl,0,0,0,0
125306,mkruisselbrink,commands\TextInsertTextCommand.cpp,,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt ,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,binner mlaurent ducroquet nlecureuil flambert bjacob bloos staniek sharan lunakl,0,0,0,0
125306,mkruisselbrink,models\kptcalendarmodel.cpp,danders,danders mlaurent rempt staniek berger chehrlic ilic dfaure,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,binner mlaurent ducroquet nlecureuil flambert bjacob bloos staniek sharan lunakl,0,0,0,0
125306,mkruisselbrink,tool_curves\kis_tool_example.h,hdhoang,rempt hdhoang langkamp berger,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,binner mlaurent ducroquet nlecureuil flambert bjacob bloos staniek sharan lunakl,0,0,0,0
125306,mkruisselbrink,RulerAssistantTool\kis_ruler_assistant_tool.h,berger,berger,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,binner mlaurent ducroquet nlecureuil flambert bjacob bloos staniek sharan lunakl,0,0,0,0
125306,mkruisselbrink,tool_curves\kis_tool_moutline.h,rempt,rempt hdhoang langkamp berger,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,binner mlaurent ducroquet nlecureuil flambert bjacob bloos staniek sharan lunakl,0,0,0,0
125306,mkruisselbrink,tool_polygon\kis_tool_polygon.h,langkamp rempt skoning,rempt langkamp berger skoning,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,binner mlaurent ducroquet nlecureuil flambert bjacob bloos staniek sharan lunakl,0,0,0,0
130922,mkruisselbrink,kformula1.3\KFormula13Import.cpp,,,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,page quique habacker scripty sebsauer anagl jriddell lukast fela ingwa,0,0,0,0
130922,mkruisselbrink,import\wpimport.h,,ingwa ariya zachmann zander sebsauer jaham nikolaus ossi,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,page quique habacker scripty sebsauer anagl jriddell lukast fela ingwa,0,0,0,0
130922,mkruisselbrink,wml\wmlimport.h,,,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,page quique habacker scripty sebsauer anagl jriddell lukast fela ingwa,0,0,0,0
130922,mkruisselbrink,abiword\abiwordimport.h,,ingwa zander staniek knight,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,page quique habacker scripty sebsauer anagl jriddell lukast fela ingwa,0,0,0,0
130922,mkruisselbrink,pdf\pdfimport.cpp,dfaure ingwa,jaham ingwa rempt berger staniek zachmann dfaure,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,page quique habacker scripty sebsauer anagl jriddell lukast fela ingwa,0,0,0,0
130922,mkruisselbrink,amipro\amiproimport.h,,staniek,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,page quique habacker scripty sebsauer anagl jriddell lukast fela ingwa,0,0,0,0
130922,mkruisselbrink,import\excelimport.h,,ingwa ariya zachmann zander sebsauer jaham nikolaus ossi,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,page quique habacker scripty sebsauer anagl jriddell lukast fela ingwa,0,0,0,0
130922,mkruisselbrink,pdf\kis_pdf_import.cpp,zachmann rempt berger,jaham ingwa rempt berger staniek zachmann dfaure,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,page quique habacker scripty sebsauer anagl jriddell lukast fela ingwa,0,0,0,0
130922,mkruisselbrink,import\xsltimport.h,,ingwa ariya zachmann zander sebsauer jaham nikolaus ossi,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,page quique habacker scripty sebsauer anagl jriddell lukast fela ingwa,0,0,0,0
130922,mkruisselbrink,xaml\xamlimport.h,jaham,jaham ingwa,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,page quique habacker scripty sebsauer anagl jriddell lukast fela ingwa,0,0,0,0
137639,langkamp,common\KarbonGradientHelper.cpp,jaham,piggz jaham buis zachmann sebsauer mkruisselbrink fmerz,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
137639,langkamp,svg\SvgGradientHelper.cpp,jaham,jaham sengels ingwa buis zander zachmann psn,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
137639,langkamp,flake\KoGradientBackground.cpp,jaham zachmann,zander jaham mpfeiffer zachmann staniek johnflux mueller boemann rempt mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
137639,langkamp,widgets\KarbonGradientChooser.cpp,jaham,jaham rempt staniek langkamp pletourn berger sebsauer zander mkruisselbrink mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
137639,langkamp,tools\KarbonGradientEditStrategy.cpp,jaham mkruisselbrink,jaham zander langkamp fela boemann mpfeiffer staniek buis rempt zachmann,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
137639,langkamp,tools\KarbonGradientEditStrategy.cpp,jaham mkruisselbrink,jaham zander langkamp fela boemann mpfeiffer staniek buis rempt zachmann,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
137639,langkamp,opengl\kis_opengl_gradient_program.cpp,rempt tburdick,rempt tburdick,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
137639,langkamp,widgets\KarbonGradientItem.cpp,jaham langkamp,jaham rempt staniek langkamp pletourn berger sebsauer zander mkruisselbrink mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
137639,langkamp,widgets\KarbonGradientEditWidget.cpp,,jaham rempt staniek langkamp pletourn berger sebsauer zander mkruisselbrink mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
137639,langkamp,tools\KarbonGradientEditStrategy.cpp,jaham mkruisselbrink,jaham zander langkamp fela boemann mpfeiffer staniek buis rempt zachmann,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
140603,mkruisselbrink,kspread\DependencyManager.cpp,nikolaus,nikolaus mecir zachmann sebsauer ariya mlaurent zander jsimon chehrlic jaham,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,kspread\OdfSavingContext.h,nikolaus,nikolaus mecir zachmann sebsauer ariya mlaurent zander jsimon chehrlic jaham,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,commands\LinkCommand.cpp,nikolaus,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,kspread\Damages.cpp,nikolaus,nikolaus mecir zachmann sebsauer ariya mlaurent zander jsimon chehrlic jaham,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,kspread\RecalcManager.cpp,nikolaus,nikolaus mecir zachmann sebsauer ariya mlaurent zander jsimon chehrlic jaham,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,msword\tablehandler.cpp,dfaure,dfaure ingwa mfranz,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,opencalc\opencalcstyleexport.h,nikolaus,nikolaus staniek zachmann sebsauer ingwa,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,qpro\record.h,,nikolaus,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,ui\SheetView.cpp,nikolaus sebsauer,rempt berger danders langkamp nikolaus zander zachmann mkruisselbrink page mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,commands\Undo.h,nikolaus,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
141536,berger,commands\kis_layer_commands.h,langkamp rempt,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,kritacore\krs_paint_layer.cpp,,sebsauer rempt page berger chehrlic,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,kra\kis_kra_savexml_visitor.cpp,,rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,commands\KarbonLayerReorderCommand.cpp,jaham,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,tests\kis_image_test.cpp,rempt,rempt berger nikolaus zachmann zander tamponi girish vkrause jaham page,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,ui\kis_layer_manager.h,langkamp berger rempt,rempt berger danders langkamp nikolaus zander zachmann mkruisselbrink page mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,openrastertk\kis_open_raster_stack_save_visitor.cpp,berger rempt,berger rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,image\kis_colorspace_convert_visitor.cpp,,rempt berger langkamp tamponi page zander bjacob boemann coppens mueller,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,dockers\KarbonLayerDocker.cpp,jaham buis,jaham zander zachmann boemann rempt ingwa psn langkamp mlaurent mpfeiffer,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,ui\kis_layermap_visitor.h,rempt,rempt berger danders langkamp nikolaus zander zachmann mkruisselbrink page mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
156754,langkamp,flake\KoImageData.cpp,jaham,zander jaham mpfeiffer zachmann staniek johnflux mueller boemann rempt mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,commands\kis_image_commands.h,rempt,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,flake\KoImageCollection.cpp,zachmann jaham,zander jaham mpfeiffer zachmann staniek johnflux mueller boemann rempt mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,tests\TestImageCollection.cpp,,rempt berger nikolaus zachmann zander tamponi girish vkrause jaham page,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,tests\kis_image_test.cpp,rempt,rempt berger nikolaus zachmann zander tamponi girish vkrause jaham page,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,ui\kis_print_job.cpp,zander berger rempt,rempt berger danders langkamp nikolaus zander zachmann mkruisselbrink page mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,canvas\kis_prescaled_projection.cpp,berger rempt mkruisselbrink,berger rempt mkruisselbrink zander jsimon pstirnweiss langkamp bjacob,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,commands\kis_image_commands.h,rempt,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,flake\KoImageData_p.cpp,,zander jaham mpfeiffer zachmann staniek johnflux mueller boemann rempt mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,genericimageexport\genericimageexport.cpp,ingwa,ingwa,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
162872,berger,pigment\KoColorSpaceAbstract.h,berger rempt langkamp fmerz boemann tamponi page,berger zander staniek rempt fmerz page tamponi mlaurent sengels chehrlic,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,image\kis_node_filter_interface.h,berger,rempt berger langkamp tamponi page zander bjacob boemann coppens mueller,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,main\KoFilterChain.cpp,fmerz rempt dfaure mueller,zander rempt jaham zachmann staniek dfaure fmerz psn sebsauer nikolaus,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,image\kis_filter_mask.cpp,rempt berger langkamp,rempt berger langkamp tamponi page zander bjacob boemann coppens mueller,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,metadata\kis_meta_data_filter_registry.h,berger,berger rempt page zander ingwa pino,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,pigment\KoBasicHistogramProducers.cpp,staniek,berger zander staniek rempt fmerz page tamponi mlaurent sengels chehrlic,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,mswrite\mswriteimport.h,dang,dang staniek ingwa,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
