BUG #,Developer that fixed the Bug,LSI Given Relevant File,File Experts,Package Experts,System Experts,File Level,Package Level,System Level,Overall
5005,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\cognitive\Goal.java,tfmorris ,tfmorris linus mvw bobtarling andrea_nironi maurelio1234 thn penyaskito mkl ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5005,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\reveng\ImportSettingsInternal.java,tfmorris ,tfmorris thn mvw linus bobtarling mkl penyaskito andrea_nironi euluis ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5005,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\UMLUserInterfaceContainer.java,mkl ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5005,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\ui\FigAbstraction.java,tfmorris mvw ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5005,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\cognitive\critics\UMLWizard.java,mvw ,tfmorris mvw mkl linus maurelio1234 thn andrea_nironi bobtarling penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5006,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\activity\ui\FigPartition.java,bobtarling mvw tfmorris ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5006,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\cognitive\critics\ui\TableCritics.java,mvw ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5006,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\ui\FigHead.java,bobtarling tfmorris mvw linus penyaskito ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,1,1,0,1
5006,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\deployment\ui\CubePortFigRect.java,linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5006,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\ui\FigCompartment.java,tfmorris mvw bobtarling ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5006,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\deployment\ui\AbstractFigComponent.java,tfmorris mvw ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5006,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\LabelledLayout.java,bobtarling ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5006,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\ui\FigProfileIcon.java,tfmorris ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5006,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\state\ui\FigHistoryState.java,mvw tfmorris linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5006,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\static_structure\ui\FigComment.java,tfmorris bobtarling mvw linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5007,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\ui\ModeBroomMessages.java, ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5007,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\behavior\collaborations\PropPanelInteraction.java,tfmorris ,tfmorris mvw bobtarling linus mkl penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5007,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\behavior\collaborations\UMLInteractionMessagesListModel.java, ,tfmorris mvw bobtarling linus mkl penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5007,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\SequenceDiagramGraphModel.java,mvw bobtarling tfmorris ,bobtarling mvw tfmorris ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5007,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\ui\FigLifeLine.java,bobtarling tfmorris linus penyaskito ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,1,1,0,1
5007,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\ui\FigClassifierRole.java,bobtarling mvw tfmorris penyaskito linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,1,1,0,1
5007,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\collaboration\ui\UMLCollaborationDiagram.java,mvw tfmorris bobtarling bszanto euluis ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5007,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\ui\explorer\rules\GoInteractionToMessages.java, ,tfmorris mvw linus maurelio1234 bobtarling ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5007,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\behavior\collaborations\UMLAssociationRoleMessageListModel.java, ,tfmorris mvw bobtarling linus mkl penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5007,penyaskito,C:\ArgoUML\src\src\argouml-core-model-mdr\src\org\argouml\model\mdr\CollaborationsFactoryMDRImpl.java,tfmorris bobtarling linus ,tfmorris bobtarling linus mvw euluis thn penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5009,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\sequence\ui\PropPanelUMLSequenceDiagram.java,mvw ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5009,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\ActionSequenceDiagram.java,mvw bobtarling tfmorris linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5009,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\proppanel\sequence2\SequenceDiagramPropPanelFactory.java,mvw bobtarling ,bobtarling mvw tfmorris ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5009,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\module\SequenceDiagramFactory.java,bobtarling ,bobtarling penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5009,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\DiagramFactory.java,mvw tfmorris bobtarling ,mvw tfmorris bobtarling linus penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5009,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\ActionCollaborationDiagram.java,mvw tfmorris linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5009,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\ui\explorer\rules\GoClassifierToSequenceDiagram.java,mvw tfmorris ,tfmorris mvw linus maurelio1234 bobtarling ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5009,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\ui\explorer\rules\GoOperationToSequenceDiagram.java,mvw tfmorris ,tfmorris mvw linus maurelio1234 bobtarling ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5009,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\ActionRESequenceDiagram.java,bobtarling tfmorris thn linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5009,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\module\SequenceDiagramModule.java,bobtarling penyaskito ,bobtarling penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,1,1,1,1
5015,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\reveng\java\ClassifierContext.java,tfmorris ,tfmorris mvw bobtarling thn linus penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5015,penyaskito,C:\ArgoUML\src\src\argouml-core-model-mdr\src\org\argouml\model\mdr\CollaborationsHelperMDRImpl.java,tfmorris mvw bobtarling linus ,tfmorris bobtarling linus mvw euluis thn penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5015,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\notation\providers\ClassifierRoleNotation.java,mvw ,mvw tfmorris linus ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5015,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\reveng\java\OuterClassifierContext.java,tfmorris ,tfmorris mvw bobtarling thn linus penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5015,penyaskito,C:\ArgoUML\src\src\argouml-core-model-mdr\src\org\argouml\model\mdr\CollaborationsFactoryMDRImpl.java,tfmorris bobtarling linus ,tfmorris bobtarling linus mvw euluis thn penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5015,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\reveng\java\PackageContext.java,tfmorris ,tfmorris mvw bobtarling thn linus penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5015,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\sequence\ui\ModeCreateMessage.java,bobtarling linus penyaskito ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,1,1,0,1
5015,penyaskito,C:\ArgoUML\src\src\argouml-core-model\src\org\argouml\model\CollaborationsHelper.java,tfmorris mvw linus ,tfmorris linus bobtarling mvw thn mkl ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5015,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\behavior\activity_graphs\ActionSetObjectFlowStateClassifier.java,mvw ,mvw tfmorris bobtarling linus penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5015,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\behavior\common_behavior\ActionNewReception.java,tfmorris ,tfmorris mvw linus bobtarling mkl ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5030,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\sequence\ui\PropPanelUMLSequenceDiagram.java,mvw ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5030,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\proppanel\sequence2\SequenceDiagramPropPanelFactory.java,mvw bobtarling ,bobtarling mvw tfmorris ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5030,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\sequence\ui\UMLSequenceDiagram.java,bobtarling tfmorris mvw bszanto euluis linus penyaskito ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,1,1,0,1
5030,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\ui\GotoDialog.java,mvw tfmorris linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5030,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\module\SequenceDiagramModule.java,bobtarling penyaskito ,bobtarling penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,1,1,1,1
5030,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\ActionRESequenceDiagram.java,bobtarling tfmorris thn linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5030,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\sequence\ui\SequenceDiagramPropPanelFactory.java,mvw ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5030,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\ActionSequenceDiagram.java,mvw bobtarling tfmorris linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5030,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\cognitive\critics\CrSeqInstanceWithoutClassifier.java,linus ,tfmorris mvw mkl linus maurelio1234 thn andrea_nironi bobtarling penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5030,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\reveng\ImportSettingsInternal.java,tfmorris ,tfmorris thn mvw linus bobtarling mkl penyaskito andrea_nironi euluis ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5045,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\util\logging\SimpleTimer.java,tfmorris linus penyaskito ,tfmorris linus penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,1,1,1,1
5045,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\ui\ModeBroomMessages.java, ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,1,0,1
5045,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\state\ui\FigStateVertex.java,bobtarling tfmorris mvw penyaskito ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,1,1,0,1
5045,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\behavior\use_cases\UMLUseCaseExtensionPointListModel.java,mvw bobtarling tfmorris ,tfmorris linus mvw bobtarling ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5045,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\static_structure\layout\ClassdiagramNoteEdge.java, ,mvw tfmorris ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5045,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\behavior\collaborations\PropPanelInteraction.java,tfmorris ,tfmorris mvw bobtarling linus mkl penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5045,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\ui\FigMessage.java,bobtarling tfmorris mvw thn penyaskito ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,1,1,0,1
5045,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\behavior\collaborations\UMLInteractionMessagesListModel.java, ,tfmorris mvw bobtarling linus mkl penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5045,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\ui\ModeCreateMessage.java,bobtarling linus penyaskito ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,1,1,0,1
5045,penyaskito,C:\ArgoUML\src\src\argouml-core-diagrams-sequence2\src\org\argouml\uml\diagram\sequence2\SequenceDiagramGraphModel.java,mvw bobtarling tfmorris ,bobtarling mvw tfmorris ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5120,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\reveng\java\ClassifierContext.java,tfmorris ,tfmorris mvw bobtarling thn linus penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5120,penyaskito,C:\ArgoUML\src\src\argouml-core-model-mdr\src\org\argouml\model\mdr\CollaborationsHelperMDRImpl.java,tfmorris mvw bobtarling linus ,tfmorris bobtarling linus mvw euluis thn penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5120,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\notation\providers\ClassifierRoleNotation.java,mvw ,mvw tfmorris linus ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,1,1
5120,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\reveng\java\OuterClassifierContext.java,tfmorris ,tfmorris mvw bobtarling thn linus penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5120,penyaskito,C:\ArgoUML\src\src\argouml-core-model-mdr\src\org\argouml\model\mdr\CollaborationsFactoryMDRImpl.java,tfmorris bobtarling linus ,tfmorris bobtarling linus mvw euluis thn penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5120,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\cognitive\critics\CrDupRoleNames.java,tfmorris linus ,tfmorris mvw mkl linus maurelio1234 thn andrea_nironi bobtarling penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5120,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\cognitive\critics\CrConflictingComposites.java, ,tfmorris mvw mkl linus maurelio1234 thn andrea_nironi bobtarling penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5120,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\cognitive\critics\CrCrossNamespaceAssoc.java,linus mkl ,tfmorris mvw mkl linus maurelio1234 thn andrea_nironi bobtarling penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5120,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\ui\behavior\collaborations\PropPanelAssociationEndRole.java,tfmorris mvw ,tfmorris mvw bobtarling linus mkl penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5120,penyaskito,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\cognitive\critics\CrNWayAgg.java,linus ,tfmorris mvw mkl linus maurelio1234 thn andrea_nironi bobtarling penyaskito ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,1,1,1
5130,bszanto,C:\ArgoUML\src\src\argouml-app\src\org\argouml\gefext\ArgoModeCreateFigRRect.java,mvw ,mvw penyaskito tfmorris ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,0,0
5130,bszanto,C:\ArgoUML\src\src\argouml-app\src\org\argouml\ui\SettingsTabLayout.java,mvw linus ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,0,0,0
5130,bszanto,C:\ArgoUML\src\src\argouml-app\src\org\argouml\gefext\ArgoModeCreateFigCircle.java,mvw ,mvw penyaskito tfmorris ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,0,0
5130,bszanto,C:\ArgoUML\src\src\argouml-app\src\org\argouml\taskmgmt\ProgressEvent.java,mvw ,mvw ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,0,0
5130,bszanto,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\ui\ModeCreateUsage.java,bobtarling ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,0,0,0
5130,bszanto,C:\ArgoUML\src\src\argouml-app\src\org\argouml\gefext\ArgoModeCreateFigRect.java,mvw ,mvw penyaskito tfmorris ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,0,0
5130,bszanto,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\ui\ArgoModeCreateFigText.java,mvw ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,0,0,0
5130,bszanto,C:\ArgoUML\src\src\argouml-app\src\org\argouml\gefext\ArgoModeCreateFigLine.java,mvw ,mvw penyaskito tfmorris ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,0,0
5130,bszanto,C:\ArgoUML\src\src\argouml-app\src\org\argouml\gefext\ArgoModeCreateFigInk.java,mvw ,mvw penyaskito tfmorris ,tfmorris mvw linus bobtarling mkl thn euluis maurelio1234 penyaskito andrea_nironi ,0,0,0,0
5130,bszanto,C:\ArgoUML\src\src\argouml-app\src\org\argouml\uml\diagram\ui\ModeCreatePermission.java,bobtarling tfmorris ,mvw tfmorris bobtarling linus penyaskito euluis mkl thn andrea_nironi maurelio1234 ,,0,0,0,0
