BUG #,Developer that fixed the Bug,LSI Given Relevant File,File Experts,Package Experts,System Experts,File Level,Package Level,System Level,Overall
228109,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\CodeSnippetParsingUtil.java,oliviert daudel ffusier pmulet jeromel othomann ptff jlanneluc ,oliviert ffusier othomann jlanneluc ptff pmulet jeromel khorne dpollock caniszczyk ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
228109,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ConstructorDeclaration.java,pmulet oliviert kent ffusier ssankaran jeromel mdaniel erjodet othomann ptff ,,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,0,1,1
228291,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.ui.navigator\src\org\eclipse\ui\internal\navigator\extensions\SkeletonCommonDragAssistant.java,melder ,melder kkolosow ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
228291,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.ui\core refactoring\org\eclipse\jdt\internal\corext\refactoring\typeconstraints\typesets\TypeSetEnvironment.java,dmegert mkeller dbaeumer ,dmegert dbaeumer mkeller ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
228291,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.swt\Eclipse SWT OLE Win32\win32\org\eclipse\swt\ole\win32\OleEventTable.java,ggayed carolyn veronika droberts chrix torres seven ,droberts carolyn veronika ggayed torres seven johna silenio steve chrix ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
228291,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.ui\ui\org\eclipse\jdt\internal\ui\wizards\TypedViewerFilter.java,dmegert maeschli dbaeumer droberts maeschlimann ,mvalenta tzarna jlemieux gheorghe dmegert droberts dbaeumer maeschli caniszczyk wmelhem ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
228291,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.debug.core\core\org\eclipse\debug\core\ILogicalStructureProvider.java,darin darins lbourlier ,oliviert ffusier jeromel darin othomann jlanneluc pmulet darins daudel ptff ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,1,1,1
228291,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CompilationUnitProblemFinder.java,oliviert daudel pmulet ffusier jeromel othomann jlanneluc ptff kjohnson ,oliviert ffusier jeromel darin othomann jlanneluc pmulet darins daudel ptff ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
228291,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\core\CompletionFlags.java,oliviert daudel ffusier ,oliviert ffusier jeromel darin othomann jlanneluc pmulet darins daudel ptff ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,1,1,1
228291,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.ui\ui\org\eclipse\jdt\internal\ui\fix\CodeStyleCleanUp.java,dmegert mkeller maeschli bbaumgart ,dmegert mkeller bbaumgart maeschli ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
228291,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.launching\launching\org\eclipse\jdt\internal\launching\environments\ExecutionEnvironmentAnalyzer.java,darin mrennie cwindatt ,darin mrennie cwindatt ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
228291,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.ui.ide\src\org\eclipse\ui\views\markers\internal\MarkerTypesModel.java,pwebster khorne tod karice dpollock jeem ,dpollock tod khorne karice pwebster bbokowski nick emoffatt darin droberts ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
234143,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\SuperTypeReferencePattern.java,oliviert ffusier pmulet jeromel othomann jlanneluc ptff kjohnson ,oliviert ffusier othomann jlanneluc pmulet ptff jeromel kjohnson ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
234143,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\MarkerTypeDefinitionCache.java,johna dj droberts ,johna dj droberts sbrandys rchaves prapicau jeff rperetti ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
234143,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.ui.editors\src\org\eclipse\ui\internal\texteditor\AnnotationType.java,dmegert kmaetzel ,dmegert kmaetzel ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
234143,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.ui\core refactoring\org\eclipse\jdt\internal\corext\refactoring\typeconstraints\typesets\TypeSetEnvironment.java,dmegert mkeller dbaeumer ,dmegert dbaeumer mkeller ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
234143,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\select\SelectionOnSuperReference.java,oliviert daudel pmulet othomann jlanneluc ,oliviert othomann jlanneluc pmulet daudel ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
234143,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\select\SelectionOnQualifiedSuperReference.java,oliviert daudel pmulet othomann jlanneluc ,oliviert othomann jlanneluc pmulet daudel ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
234143,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core\formatter\org\eclipse\jdt\internal\formatter\AbortFormatting.java,oliviert ffusier pmulet othomann jlanneluc ,oliviert ffusier othomann jlanneluc pmulet ptff jeromel daudel mdaniel erjodet ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
234143,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core.manipulation\refactoring\org\eclipse\jdt\core\refactoring\descriptors\ExtractSuperclassDescriptor.java,dmegert maeschli twidmer ,dmegert maeschli twidmer ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
234143,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.apt.core\src\org\eclipse\jdt\apt\core\internal\NonEclipseImplementationException.java,ffusier ,dpollock tod khorne karice pwebster bbokowski nick emoffatt darin droberts ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
234143,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.ui.presentations.r21\src\org\eclipse\ui\internal\presentations\r21\widgets\CTabFolderEvent.java,bbokowski khorne karice dpollock eidsness ,dejan curtispd khorne dpollock karice bbokowski eidsness cgoldthor aarcher ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
235882,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.ui\ui\org\eclipse\jdt\internal\ui\fix\VariableDeclarationCleanUp.java,dmegert mkeller bbaumgart ,dmegert mkeller bbaumgart maeschli ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
235882,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.ui\core refactoring\org\eclipse\jdt\internal\corext\refactoring\structure\constraints\ConditionalTypeConstraint.java,dmegert mkeller maeschli twidmer ,dmegert maeschli mkeller twidmer ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
235882,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.core.variables\src\org\eclipse\core\variables\IValueVariableInitializer.java,darin darins lbourlier ,darin darins mrennie lbourlier cwindatt ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
235882,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.pde.ui\src\org\eclipse\pde\ui\templates\IVariableProvider.java,caniszczyk dejan wmelhem janeklb kkolosow droberts ,droberts caniszczyk wmelhem janeklb kkolosow dejan ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
235882,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.ui\core extension\org\eclipse\jdt\internal\corext\template\java\ElementTypeResolver.java,dmegert teicher ,dmegert teicher dbaeumer maeschli ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
235882,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\eval\GlobalVariableWrapper.java,oliviert ffusier pmulet othomann jlanneluc ,oliviert ffusier othomann jlanneluc pmulet daudel ptff jeromel ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
235882,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\services\ExpressionAuthority.java,pwebster khorne karice dpollock ,khorne dpollock karice pwebster ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
235882,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IAnnotationDefaultAttribute.java,oliviert ffusier othomann ptff jlanneluc ,oliviert ffusier othomann jlanneluc ptff pmulet jeromel khorne dpollock caniszczyk ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,1,1,1
235882,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\heapwalking\JavaWatchExpressionFilter.java,darin mrennie ,darin mrennie ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
235882,pmulet,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.ui\ui\org\eclipse\jdt\internal\ui\text\template\contentassist\VariablePosition.java,dmegert teicher dbaeumer ,dmegert dbaeumer teicher ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
237323,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.debug.ui\ui\org\eclipse\debug\internal\ui\model\elements\VariableEditor.java,darin ,darin ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
237323,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.ui\ui\org\eclipse\jdt\internal\ui\javaeditor\RemoveOccurrenceAnnotations.java,dmegert mkeller dbaeumer ,dmegert dbaeumer mkeller maeschli tmaeder teicher ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
237323,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.ui.navigator\src\org\eclipse\ui\internal\navigator\extensions\SkeletonLinkHelper.java,melder ,melder kkolosow ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
237323,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.ui\ui\org\eclipse\jdt\internal\ui\javaeditor\EditorHighlightingSynchronizer.java,dmegert mkeller teicher dbaeumer ,dmegert dbaeumer mkeller maeschli tmaeder teicher ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
237323,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\part\NullEditorInput.java,bbokowski dmegert karice dpollock ,dmegert dpollock karice bbokowski ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
237323,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\variables\VariableOptionsAction.java,darin mrennie cwindatt ,darin darins mrennie lbourlier cwindatt ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
237323,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\snippeteditor\SnippetAction.java,darin darins jburns droberts ,darin droberts darins jburns ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
237323,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.pde.ui\src\org\eclipse\pde\internal\ui\wizards\tools\ExtensionPointMappings.java,caniszczyk bbauman wmelhem janeklb kkolosow cwong ,caniszczyk wmelhem janeklb kkolosow bbauman cwong ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
237323,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.team.ui\src\org\eclipse\team\ui\SaveablePartAdapter.java,mvalenta jlemieux ,dmegert dbaeumer maeschli tmaeder droberts darins jburns krbarnes darin mrennie ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,1,1,1
237323,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.pde.ui\src\org\eclipse\pde\ui\launcher\OSGiLaunchShortcut.java,cwindatt caniszczyk bbauman wmelhem ,caniszczyk wmelhem bbauman janeklb cwindatt ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,0,1,1
237612,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.search\new search\org\eclipse\search2\internal\ui\ShowSearchHistoryDialogAction.java,dmegert maeschli ,dmegert dbaeumer maeschli tmaeder droberts darins jburns krbarnes darin mrennie ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
237612,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.search\new search\org\eclipse\search\ui\text\RemoveAllEvent.java,dmegert maeschli dbaeumer tmaeder ,dmegert kmaetzel droberts dbaeumer maeschli tmaeder teicher ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
237612,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.search\new search\org\eclipse\search\ui\SearchResultEvent.java,dmegert dbaeumer tmaeder ,dmegert dbaeumer maeschli tmaeder droberts darins jburns krbarnes darin mrennie ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
237612,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.search\new search\org\eclipse\search2\internal\ui\CancelSearchAction.java,dmegert maeschli dbaeumer tmaeder ,dmegert dbaeumer maeschli tmaeder droberts darins jburns krbarnes darin mrennie ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,1,1,1,1
237612,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.help.base\src\org\eclipse\help\search\ISearchEngineResultCollector.java,dejan kkolosow ,kkolosow dmegert droberts dbaeumer maeschli mkeller caniszczyk wmelhem janeklb twidmer ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,1,1,1
237612,dmegert,C:\eclipse-sourceBuild-srcIncluded-3.3.2\plugins\org.eclipse.pde.ui\src\org\eclipse\pde\internal\ui\search\PluginSearchQuery.java,caniszczyk bbauman wmelhem janeklb kkolosow ,kkolosow dmegert droberts dbaeumer maeschli mkeller caniszczyk wmelhem janeklb twidmer ,darin dmegert oliviert droberts ffusier darins othomann jlanneluc pmulet dbaeumer ,0,1,1,1
