BUG #,Developer that fixed the Bug,LSI Given Relevant File,File Experts,Package Experts,System Experts,File Level,Package Level,System Level,Overall
51394,mvalenta,\org.eclipse.team.cvs.ui\src\org\eclipse\team\internal\ccvs\ui\subscriber\WorkspaceSynchronizeParticipant.java,tzarna mvalenta jlemieux,mvalenta jlemieux tzarna,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,0,1
51394,mvalenta,\org.eclipse.team.ui\src\org\eclipse\team\internal\ui\synchronize\actions\SynchronizePageDropDownAction.java,mvalenta jlemieux,mvalenta droberts darin darins dbaeumer dmegert jburns akiezun tmaeder maeschli ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,0,1
51394,mvalenta,\org.eclipse.team.ui\src\org\eclipse\team\internal\ui\synchronize\actions\ShowSynchronizeParticipantAction.java,jlemieux,mvalenta droberts darin darins dbaeumer dmegert jburns akiezun tmaeder maeschli ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,0,1
51394,mvalenta,\org.eclipse.ui.cheatsheets\src\org\eclipse\ui\internal\cheatsheets\actions\CheatSheetMenuAction.java,dejan curtispd lparsons,mvalenta droberts darin darins dbaeumer dmegert jburns akiezun tmaeder maeschli,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,0,1
51394,mvalenta,\org.eclipse.debug.ui\ui\org\eclipse\debug\internal\ui\views\launch\LaunchViewContextListener.java,jburns darin darins ,darin jburns droberts darins lbourlier krbarnes jszursze ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51394,mvalenta,\org.eclipse.jface\src\org\eclipse\jface\action\IMenuCreator.java,khorne karice dpollock droberts tod lkues kmaetzel ,khorne karice dpollock droberts tod lkues kmaetzel ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51394,mvalenta,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\ShowViewMenuAction.java,pwebster khorne tod dpollock nick sxenos kmaetzel cmclaren jeem sarsenau,droberts aweinand jeem cvs darins darin jburns egamma tod eidsness ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51394,mvalenta,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\presentations\SystemMenuFastViewOrientation.java,emoffatt khorne tod dpollock sxenos ,cmclaren ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51394,mvalenta,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\contexts\MutableContextManager.java,khorne tod dpollock eidsness cmclaren,cmclaren tod ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51394,mvalenta,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\IWorkbenchPartSite.java,bbokowski pwebster khorne tod karice dpollock nick sxenos kmaetzel eidsness ,darins darin jszursze droberts jburns dmegert egamma cvs dbaeumer krbarnes ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51637,dbaeumer,\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\Compiler.java,pmulet othomann ptff jlanneluc ,pmulet othomann jlanneluc ptff daudel kjohnson jdesrivieres ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
51637,dbaeumer,\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\AbortCompilationUnit.java,pmulet othomann ptff jlanneluc ,pmulet othomann jlanneluc ptff daudel kjohnson ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
51637,dbaeumer,\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\CompilationUnitResolver.java,othomann pmulet jlanneluc ptff jdesrivieres ,ptff jdesrivieres othomann jlanneluc pmulet daudel maeschli dbaeumer dmegert droberts ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,1,1
51637,dbaeumer,\org.eclipse.jdt.core\model\org\eclipse\jdt\core\jdom\IDOMCompilationUnit.java,pmulet othomann jlanneluc ptff ,pmulet othomann jlanneluc ptff jdesrivieres ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
51637,dbaeumer,\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CompilationUnitProblemFinder.java,pmulet jlanneluc ptff othomann kjohnson ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
51637,dbaeumer,\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\CodeSnippetParsingUtil.java,othomann ptff ,othomann jlanneluc dbaeumer pmulet dmegert akiezun droberts ptff cvs maeschlimann ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,1,1
51637,dbaeumer,\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CreateCompilationUnitOperation.java,pmulet jlanneluc othomann ptff ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
51637,dbaeumer,\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTParser.java,ptff othomann jdesrivieres daudel,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
51637,dbaeumer,\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\jdom\AbstractDOMBuilder.java,pmulet othomann ptff jlanneluc ,pmulet othomann jlanneluc ptff jdesrivieres ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
51637,dbaeumer,\org.eclipse.jdt.core\model\org\eclipse\jdt\core\ICompilationUnit.java,jlanneluc pmulet ptff othomann jdesrivieres ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
51905,cwong,\org.eclipse.debug.ui\ui\org\eclipse\debug\internal\ui\sourcelookup\SourceContainerViewer.java,darin darins ,darin darins jburns droberts krbarnes lbourlier jszursze ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51905,cwong,\org.eclipse.core.resources\src_ant\org\eclipse\core\resources\ant\RefreshLocalTask.java,dj johna droberts rodrigo ,droberts rodrigo dj darins prapicau wmelhem pmulet johna darin jburns ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51905,cwong,\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\launcher\RuntimeClasspathViewer.java,darin darins droberts jszursze ,darin darins droberts cvs dwright dejan wmelhem maeschlimann jszursze jburns ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51905,cwong,\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\launcher\IClasspathViewer.java,darins krbarnes ,darin darins droberts cvs dwright dejan wmelhem maeschlimann jszursze jburns ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51905,cwong,\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\launcher\IEntriesChangedListener.java,darin darins droberts ,darin darins droberts cvs dwright dejan wmelhem maeschlimann jszursze jburns ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51905,cwong,\org.eclipse.pde.core\src\org\eclipse\pde\internal\core\RequiredPluginsClasspathContainer.java,wmelhem dejan droberts ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51905,cwong,\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\classpath\AbstractClasspathEntry.java,darins ,darins darin krbarnes pmulet othomann twatson ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51905,cwong,\org.eclipse.pde.core\src\org\eclipse\pde\internal\core\ExternalJavaSearchClasspathContainer.java,wmelhem dejan ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51905,cwong,\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\classpath\ClasspathModel.java,darin darins krbarnes ,darins darin krbarnes pmulet othomann twatson ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
51905,cwong,\org.eclipse.jdt.core\dom\org\eclipse\jdt\internal\core\dom\rewrite\ListRewriteEvent.java,ptff daudel jlanneluc maeschlimann ,ptff daudel maeschlimann jlanneluc jdesrivieres ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
52863,jlemieux,\org.eclipse.team.cvs.ui\src\org\eclipse\team\internal\ccvs\ui\actions\ShowHistoryAction.java,mvalenta gheorghe jlemieux droberts james ,droberts darin darins dbaeumer dmegert jburns jlemieux akiezun tmaeder maeschli ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,0,1
52863,jlemieux,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\IPlaceholderFolderLayout.java,bbokowski pwebster khorne tod dpollock nick kmaetzel eidsness droberts,darins darin jszursze droberts jburns dmegert egamma cvs dbaeumer krbarnes ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
52863,jlemieux,\org.eclipse.team.ui\src\org\eclipse\team\internal\ui\synchronize\SubscriberRefreshSchedule.java,ppogorzelsk tzarna mvalenta gheorghe jlemieux,mvalenta jlemieux tzarna gheorghe ppogorzelsk,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,0,1
52863,jlemieux,\org.eclipse.ui.ide\src\org\eclipse\ui\views\bookmarkexplorer\BookmarkAction.java,jeem ,jeem nick cmclaren eidsness ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
52863,jlemieux,\org.eclipse.debug.ui\ui\org\eclipse\debug\internal\ui\views\memory\AbstractMemoryAction.java,darin ,darin darins jburns ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
52863,jlemieux,\org.eclipse.team.ui\src\org\eclipse\team\internal\ui\synchronize\IRefreshEvent.java,mvalenta jlemieux,mvalenta jlemieux tzarna gheorghe ppogorzelsk,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,0,1
52863,jlemieux,\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\monitors\ToggleThreadsViewAction.java,darins droberts ,darins droberts darin lbourlier krbarnes jburns ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
52863,jlemieux,\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\monitors\ToggleDeadLocksViewAction.java,darins droberts ,darins droberts darin lbourlier krbarnes jburns ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
52863,jlemieux,\org.eclipse.team.cvs.ui\src\org\eclipse\team\internal\ccvs\ui\repo\RemoteProjectsView.java,mvalenta jlemieux droberts kevinm,droberts mvalenta jlemieux kevinm ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,0,1
52863,jlemieux,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\ViewSite.java,bbokowski khorne tod karice dpollock nick sxenos kmaetzel eidsness cmclaren,droberts aweinand jeem cvs darins darin jburns egamma tod eidsness ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
54094,teicher,\org.eclipse.jdt.core\dom\org\eclipse\jdt\internal\core\dom\rewrite\SourceModifier.java,ptff daudel jlanneluc maeschlimann ,ptff daudel maeschlimann jlanneluc jdesrivieres ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
54094,teicher,\org.eclipse.ui.intro\src\org\eclipse\ui\internal\intro\impl\html\FormattedHTMLElement.java,cgoldthor dejan curtispd mfaraj,kkolosow fhenze dbirsan dejan oliviert wmelhem sdimitro ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
54094,teicher,\org.eclipse.jdt.core\formatter\org\eclipse\jdt\core\formatter\DefaultCodeFormatterConstants.java,othomann ptff jlanneluc pmulet ,maeschli tmaeder othomann jlanneluc darins pmulet ptff dbaeumer dmegert mkeller ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
54094,teicher,\org.eclipse.pde.core\src\org\eclipse\pde\core\IWritable.java,dejan wmelhem droberts ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
54094,teicher,\org.eclipse.jdt.core\dom\org\eclipse\jdt\internal\core\dom\rewrite\Indents.java,ptff maeschlimann ,ptff daudel maeschlimann jlanneluc jdesrivieres ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
54094,teicher,\org.eclipse.jface.text\src\org\eclipse\jface\text\reconciler\MonoReconciler.java,dmegert kmaetzel droberts,droberts kmaetzel dmegert teicher cmarti,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,0,1
54094,teicher,\org.eclipse.debug.core\core\org\eclipse\debug\core\model\IValueModification.java,darin darins droberts jburns jszursze,jlanneluc othomann darin jburns darins dejan ptff pmulet vlad droberts ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
54094,teicher,\org.eclipse.jface.text\src\org\eclipse\jface\text\reconciler\Reconciler.java,dmegert teicher kmaetzel cmarti droberts ,droberts kmaetzel dmegert teicher cmarti,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,0,1
54094,teicher,\org.eclipse.pde.core\src\org\eclipse\pde\internal\core\schema\SchemaEnumeration.java,dejan wmelhem cwong droberts vlad ,dejan vlad wmelhem droberts cwong darins darin dmegert dj dbaeumer ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
54094,teicher,\org.eclipse.jface.text\src\org\eclipse\jface\text\formatter\IFormattingStrategy.java,dmegert kmaetzel droberts,maeschli tmaeder othomann jlanneluc darins pmulet ptff dbaeumer dmegert mkeller ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
56749,tod,\org.eclipse.core.runtime\src\org\eclipse\core\internal\jobs\WorkerPool.java,johna dj jeff,johna dj jeff,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
56749,tod,\org.eclipse.core.runtime\src\org\eclipse\core\internal\jobs\JobManager.java,johna dj jeff,johna jeff dj,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
56749,tod,\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\processing\JobManager.java,pmulet jlanneluc kjohnson othomann ptff ,pmulet othomann jlanneluc kjohnson ptff ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
56749,tod,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\progress\ProgressManager.java,tod nick eidsness aweinand,nick cmclaren eidsness mvanmeek tod ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,0,1
56749,tod,\org.eclipse.core.runtime\src\org\eclipse\core\runtime\jobs\Job.java,johna dj jeff,johna dj jeff,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
56749,tod,\org.eclipse.core.runtime\src\org\eclipse\core\internal\jobs\ImplicitJobs.java,johna dj jeff,johna dj jeff,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
56749,tod,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\progress\AnimationManager.java,pwebster tod karice dpollock nick eidsness cmclaren sarsenau,nick cmclaren eidsness mvanmeek tod ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,0,1
56749,tod,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\progress\IJobBusyListener.java,tod,nick cmclaren eidsness mvanmeek tod ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,0,1
56749,tod,\org.eclipse.core.runtime\src\org\eclipse\core\internal\jobs\JobStatus.java,johna,johna jeff dj,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
56749,tod,\org.eclipse.core.runtime\src\org\eclipse\core\internal\jobs\InternalJob.java,johna dj jeff,johna dj jeff,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
60257,jlanneluc,\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\JavaSearchPattern.java,ptff jlanneluc ,othomann jlanneluc kjohnson pmulet ptff daudel ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
60257,jlanneluc,\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\BaseTypeBinding.java,pmulet othomann jlanneluc ,pmulet othomann jlanneluc kjohnson ptff daudel ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
60257,jlanneluc,\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\SwitchStatement.java,pmulet othomann ptff jlanneluc ,othomann pmulet jlanneluc ptff daudel jburns kjohnson darins jdesrivieres ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
60257,jlanneluc,\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BooleanLiteral.java,ptff othomann jlanneluc daudel pmulet jdesrivieres ,ptff jdesrivieres othomann jlanneluc pmulet daudel maeschli dbaeumer dmegert droberts ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
60257,jlanneluc,\org.eclipse.osgi\resolver\src\org\eclipse\osgi\internal\resolver\BundleSpecificationImpl.java,johna dj twatson prapicau jeff ,johna jeff dj prapicau twatson ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
60257,jlanneluc,\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\impl\BooleanConstant.java,pmulet othomann ptff jlanneluc ,pmulet othomann jlanneluc ptff kjohnson daudel ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
60257,jlanneluc,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\BooleanModel.java,khorne dpollock mvanmeek,droberts aweinand jeem cvs darins darin jburns egamma tod eidsness ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
60257,jlanneluc,\org.eclipse.jdt.debug\jdi\org\eclipse\jdi\internal\BooleanValueImpl.java,darin darins lbourlier jburns droberts ,droberts aweinand jeem cvs darins darin jburns egamma tod eidsness ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
60257,jlanneluc,\org.eclipse.update.core\src\org\eclipse\update\configuration\LocalSystemInfo.java,johna dejan btripkovic kkolosow dbirsan wmelhem celek droberts vlad,droberts johna dejan vlad kkolosow dbirsan wmelhem celek btripkovic,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
60257,jlanneluc,\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\IErrorHandlingPolicy.java,pmulet othomann jlanneluc ,pmulet othomann jlanneluc ptff daudel kjohnson jdesrivieres ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
61893,silenio,\org.eclipse.ui.forms\src\org\eclipse\ui\forms\events\IExpansionListener.java,dejan,dj droberts johna jeff rperetti prapicau ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
61893,silenio,\org.eclipse.jface.text\src\org\eclipse\jface\text\IEventConsumer.java,dmegert kmaetzel droberts,dmegert droberts kmaetzel dbaeumer tmaeder mkeller maeschli cknaus cvs egamma,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
61893,silenio,\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IBufferChangedListener.java,pmulet othomann jlanneluc ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
61893,silenio,\org.eclipse.jface.text\src\org\eclipse\jface\text\AbstractHoverInformationControlManager.java,dmegert mkeller kmaetzel droberts cknaus,dmegert kmaetzel droberts2 darins wmelhem teicher dbaeumer cvs dejan droberts ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
61893,silenio,\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\EventDispatcher.java,darin darins jburns krbarnes droberts ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
61893,silenio,\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\IJDIEventListener.java,darin darins jburns droberts ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
61893,silenio,\org.eclipse.debug.ui\ui\org\eclipse\debug\internal\ui\views\variables\VariablesViewEventHandler.java,darin jburns lbourlier droberts ,jburns darins darin jszursze droberts krbarnes lbourlier ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
61893,silenio,\org.eclipse.jface\src\org\eclipse\jface\dialogs\ControlEnableState.java,tod kmaetzel eidsness droberts airvine ,jeem sarsenau eidsness maeschli maeschlimann dmegert cvs cknaus akiezun dbaeumer ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
61893,silenio,\org.eclipse.osgi\core\framework\org\eclipse\osgi\framework\eventmgr\ListenerQueue.java,jeff hargrave,johna jeff twatson hargrave ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
61893,silenio,\org.eclipse.jface\src\org\eclipse\jface\viewers\IOpenListener.java,khorne tod karice dpollock kmaetzel droberts,dpollock droberts tod khorne kmaetzel karice,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
62069,darin,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\activities\Persistence.java,pwebster johna khorne tod karice dpollock nick eidsness cmclaren ,tod cmclaren khorne ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
62069,darin,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\commands\Persistence.java,tod dpollock mvanmeek nick eidsness cmclaren sarsenau droberts,nick cmclaren ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
62069,darin,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\contexts\Persistence.java,tod dpollock nick eidsness cmclaren sarsenau,cmclaren tod ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
62069,darin,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\activities\CategoryDefinition.java,pwebster khorne tod karice dpollock eidsness cmclaren ,tod cmclaren khorne ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
62069,darin,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\commands\CategoryDefinition.java,tod dpollock nick eidsness cmclaren sarsenau,nick cmclaren ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
62069,darin,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\activities\ActivityDefinition.java,bbokowski pwebster khorne tod karice dpollock nick eidsness cmclaren,tod cmclaren khorne ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
62069,darin,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\commands\KeyConfigurationDefinition.java,tod dpollock nick eidsness cmclaren sarsenau ,nick cmclaren ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
