,,,Xfinder Recommendations,,,Xfinder Accuracy on Commit/Patch Files,,,,,Maintainer Accuracy on Commit/Patch Files,,,,,Maintainer Accuracy on Commit/Patch Files,,,
137639,langkamp,widgets\KarbonGradientEditWidget.cpp,,rempt jaham fmerz mkruisselbrink zander berger ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
137639,langkamp,tools\KarbonGradientEditStrategy.cpp,jaham mkruisselbrink ,jaham boemann zachmann mkruisselbrink ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ariya lueck tamponi coolo jpetso adrian roop knight coppens mwoehlke,0,0,0,0
140603,mkruisselbrink,kspread\DependencyManager.cpp,nikolaus ,nikolaus zander mlaurent ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,kspread\OdfSavingContext.h,nikolaus,nikolaus zander mlaurent ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,commands\LinkCommand.cpp,nikolaus,zander nikolaus ducroquet sebsauer mkruisselbrink girish jaham langkamp boemann ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,kspread\Damages.cpp,,nikolaus zander mlaurent ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,kspread\RecalcManager.cpp,nikolaus,nikolaus zander mlaurent ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,msword\tablehandler.cpp,,,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,opencalc\opencalcstyleexport.h,,,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,qpro\record.h,,nikolaus,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,ui\SheetView.cpp,,danders rempt berger mkruisselbrink langkamp nikolaus zander jaham fmerz fyanardi ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
140603,mkruisselbrink,commands\Undo.h,,zander nikolaus ducroquet sebsauer mkruisselbrink girish jaham langkamp boemann ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,ereslibre roop schmeisser fela nlecureuil dang rempt ducroquet psn zachmann,0,0,0,0
141536,berger,commands\kis_layer_commands.h,,zander nikolaus ducroquet sebsauer mkruisselbrink girish jaham langkamp boemann ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,kritacore\krs_paint_layer.cpp,,,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,kra\kis_kra_savexml_visitor.cpp,,rempt,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,commands\KarbonLayerReorderCommand.cpp,,zander nikolaus ducroquet sebsauer mkruisselbrink girish jaham langkamp boemann ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,tests\kis_image_test.cpp,,girish rempt berger ducroquet zander zachmann sebsauer bjacob jsimon staniek ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,ui\kis_layer_manager.h,,,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,openrastertk\kis_open_raster_stack_save_visitor.cpp,rempt,rempt,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,image\kis_colorspace_convert_visitor.cpp,,rempt bjacob langkamp berger mkruisselbrink lukast sengels adridg ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,dockers\KarbonLayerDocker.cpp,jaham,jaham boemann zachmann ingwa fmerz zander clicea ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
141536,berger,ui\kis_layermap_visitor.h,,danders rempt berger mkruisselbrink langkamp nikolaus zander jaham fmerz fyanardi ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,apaku villani berger pino dmeltzer lukast roop johnflux jlayt fmerz,1,1,1,1
156754,langkamp,flake\KoImageData.cpp,,jaham zander zachmann staniek mkruisselbrink rempt boemann jsimon nikolaus clicea ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,commands\kis_image_commands.h,,zander nikolaus ducroquet sebsauer mkruisselbrink girish jaham langkamp boemann ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,flake\KoImageCollection.cpp,,jaham zander zachmann staniek mkruisselbrink rempt boemann jsimon nikolaus clicea ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,tests\TestImageCollection.cpp,,girish rempt berger ducroquet zander zachmann sebsauer bjacob jsimon staniek ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,tests\kis_image_test.cpp,,girish rempt berger ducroquet zander zachmann sebsauer bjacob jsimon staniek ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,ui\kis_print_job.cpp,rempt,danders rempt berger mkruisselbrink langkamp nikolaus zander jaham fmerz fyanardi ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,canvas\kis_prescaled_projection.cpp,berger mkruisselbrink ,rempt berger mkruisselbrink jsimon bjacob ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,commands\kis_image_commands.h,,zander nikolaus ducroquet sebsauer mkruisselbrink girish jaham langkamp boemann ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,flake\KoImageData_p.cpp,,jaham zander zachmann staniek mkruisselbrink rempt boemann jsimon nikolaus clicea ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
156754,langkamp,genericimageexport\genericimageexport.cpp,,,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0,boemann pfau lukast rodda langkamp page ariya vkrause scripty ducroquet,1,1,1,1
162872,berger,pigment\KoColorSpaceAbstract.h,fmerz berger ,fmerz rempt berger mkruisselbrink lukast ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,1,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,image\kis_node_filter_interface.h,,rempt bjacob langkamp berger mkruisselbrink lukast sengels adridg ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,main\KoFilterChain.cpp,fmerz,fmerz rempt staniek villani jaham langkamp berger boemann ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,image\kis_filter_mask.cpp,,rempt bjacob langkamp berger mkruisselbrink lukast sengels adridg ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,metadata\kis_meta_data_filter_registry.h,,rempt berger ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,pigment\KoBasicHistogramProducers.cpp,,fmerz rempt berger mkruisselbrink lukast ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,mswrite\mswriteimport.h,,,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,dialogs\kis_dlg_filter.cpp,rempt,zander nikolaus girish ducroquet sebsauer rempt jaham zachmann mkruisselbrink ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,pigment\KoBasicHistogramProducers.cpp,,fmerz rempt berger mkruisselbrink lukast ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
162872,berger,pigment\KoBasicHistogramProducers.cpp,,fmerz rempt berger mkruisselbrink lukast ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mueller dmeltzer djarvie rodda jriddell hdhoang bcail tokoe bhards ducroquet,0,0,0,0
164688,berger,guiutils\KoCopyController.cpp,,sebsauer jaham mkruisselbrink boemann zander rempt fmerz danders ducroquet ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,flake\KoToolSelection.cpp,,jaham zander zachmann staniek mkruisselbrink rempt boemann jsimon nikolaus clicea ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,defaulttool\DefaultTool.cpp,jaham,jaham,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,tool_curves\kis_tool_moutline.h,,berger,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,tool\kis_selection_tool_helper.cpp,,,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,selectiontools\kis_tool_select_eraser.h,,zander mkruisselbrink ,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,tool_curves\kis_tool_example.h,,berger,rempt fmerz staniek girish zander nikolaus villani berger jaham zachmann,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
