metadata,unique_words,total_words
"org.apache.bookkeeper.metastore.InMemoryMetastoreTable.remove(String,Version)",12,25
"org.apache.bookkeeper.metastore.InMemoryMetastoreTable.Result<T>.Result(Code,T)",3,8
"org.apache.bookkeeper.metastore.InMemoryMetastoreTable.put(String,Value,Version)",19,72
"org.apache.bookkeeper.metastore.InMemoryMetastoreTable.openCursor(String,boolean,String,boolean,Order,Set<String>)",25,123
org.apache.bookkeeper.metastore.InMemoryMetastoreTable.close(),1,1
"org.apache.bookkeeper.proto.BookieNettyServer.BookieNettyServer(ServerConfiguration,RequestProcessor)",35,93
org.apache.bookkeeper.proto.BookieNettyServer.isRunning(),1,2
org.apache.bookkeeper.proto.BookieNettyServer.suspendProcessing(),10,10
org.apache.bookkeeper.proto.BookieNettyServer.resumeProcessing(),11,13
org.apache.bookkeeper.proto.BookieNettyServer.listenOn(InetSocketAddress),20,43
org.apache.bookkeeper.proto.BookieNettyServer.start(),3,3
org.apache.bookkeeper.proto.BookieNettyServer.shutdown(),18,19
org.apache.bookkeeper.proto.BookieNettyServer.BookiePipelineFactory.getPipeline(),32,76
"org.apache.bookkeeper.proto.BookieNettyServer.RejectRequestHandler.channelOpen(ChannelHandlerContext,ChannelStateEvent)",7,11
org.apache.bookkeeper.proto.BookieNettyServer.CleanupChannelGroup.CleanupChannelGroup(),3,4
org.apache.bookkeeper.proto.BookieNettyServer.CleanupChannelGroup.add(Channel),5,10
org.apache.bookkeeper.proto.BookieNettyServer.CleanupChannelGroup.close(),5,6
org.apache.bookkeeper.proto.BookieNettyServer.CleanupChannelGroup.equals(Object),5,11
org.apache.bookkeeper.proto.BookieNettyServer.CleanupChannelGroup.hashCode(),3,5
org.apache.bookkeeper.jmx.BKMBeanRegistry.getInstance(),4,5
org.apache.bookkeeper.jmx.BKMBeanRegistry.getDomainName(),3,4
"org.apache.bookkeeper.jmx.BKMBeanRegistry.tokenize(StringBuilder,String,int)",16,32
"org.apache.bookkeeper.jmx.BKMBeanRegistry.makeObjectName(String,ZKMBeanInfo)",26,83
org.apache.bookkeeper.net.CachedDNSToSwitchMapping.CachedDNSToSwitchMapping(DNSToSwitchMapping),6,21
org.apache.bookkeeper.net.CachedDNSToSwitchMapping.getUncachedHosts(List<String>),17,41
"org.apache.bookkeeper.net.CachedDNSToSwitchMapping.cacheResolvedHosts(List<String>,List<String>)",20,52
org.apache.bookkeeper.net.CachedDNSToSwitchMapping.getCachedHosts(List<String>),21,46
org.apache.bookkeeper.net.CachedDNSToSwitchMapping.resolve(List<String>),24,63
org.apache.bookkeeper.net.CachedDNSToSwitchMapping.getSwitchMap(),4,14
org.apache.bookkeeper.net.CachedDNSToSwitchMapping.toString(),5,7
org.apache.bookkeeper.net.CachedDNSToSwitchMapping.isSingleSwitch(),3,5
org.apache.bookkeeper.net.CachedDNSToSwitchMapping.reloadCachedMappings(),4,4
org.apache.bookkeeper.metastore.MetastoreCursor.$1.hasMoreEntries(),1,1
org.apache.bookkeeper.metastore.MetastoreCursor.$1.readEntries(int),10,15
"org.apache.bookkeeper.metastore.MetastoreCursor.$1.asyncReadEntries(int,ReadEntriesCallback,Object)",10,18
org.apache.bookkeeper.metastore.MetastoreCursor.$1.close(),2,2
org.apache.bookkeeper.metastore.MetastoreCursor.hasMoreEntries(),5,8
org.apache.bookkeeper.metastore.MetastoreCursor.readEntries(int),16,33
"org.apache.bookkeeper.metastore.MetastoreCursor.asyncReadEntries(int,ReadEntriesCallback,Object)",15,36
org.apache.bookkeeper.bookie.BookieShell.Command.runCmd(String[]),5,5
org.apache.bookkeeper.bookie.BookieShell.Command.printUsage(),2,2
org.apache.bookkeeper.bookie.BookieShell.MyCommand.getOptions(),1,2
org.apache.bookkeeper.bookie.BookieShell.MyCommand.getDescription(),2,2
org.apache.bookkeeper.bookie.BookieShell.MyCommand.getUsage(),2,2
org.apache.bookkeeper.bookie.BookieShell.MyCommand.runCmd(CommandLine),5,7
org.apache.bookkeeper.bookie.BookieShell.MyCommand.MyCommand(String),4,8
org.apache.bookkeeper.bookie.BookieShell.MyCommand.runCmd(String[]),17,33
org.apache.bookkeeper.bookie.BookieShell.MyCommand.printUsage(),11,16
org.apache.bookkeeper.bookie.BookieShell.MetaFormatCmd.MetaFormatCmd(),15,22
org.apache.bookkeeper.bookie.BookieShell.MetaFormatCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.MetaFormatCmd.getDescription(),6,6
org.apache.bookkeeper.bookie.BookieShell.MetaFormatCmd.getUsage(),5,5
org.apache.bookkeeper.bookie.BookieShell.MetaFormatCmd.runCmd(CommandLine),16,32
org.apache.bookkeeper.bookie.BookieShell.BookieFormatCmd.BookieFormatCmd(),15,22
org.apache.bookkeeper.bookie.BookieShell.BookieFormatCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.BookieFormatCmd.getDescription(),6,6
org.apache.bookkeeper.bookie.BookieShell.BookieFormatCmd.getUsage(),5,5
org.apache.bookkeeper.bookie.BookieShell.BookieFormatCmd.runCmd(CommandLine),14,28
org.apache.bookkeeper.bookie.BookieShell.RecoverCmd.RecoverCmd(),2,4
org.apache.bookkeeper.bookie.BookieShell.RecoverCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.RecoverCmd.getDescription(),7,7
org.apache.bookkeeper.bookie.BookieShell.RecoverCmd.getUsage(),6,7
org.apache.bookkeeper.bookie.BookieShell.RecoverCmd.runCmd(CommandLine),21,43
"org.apache.bookkeeper.bookie.BookieShell.RecoverCmd.bkRecovery(BookKeeperAdmin,String[])",28,98
org.apache.bookkeeper.bookie.BookieShell.LedgerCmd.LedgerCmd(),8,11
org.apache.bookkeeper.bookie.BookieShell.LedgerCmd.runCmd(CommandLine),28,65
org.apache.bookkeeper.bookie.BookieShell.LedgerCmd.getDescription(),8,8
org.apache.bookkeeper.bookie.BookieShell.LedgerCmd.getUsage(),3,4
org.apache.bookkeeper.bookie.BookieShell.LedgerCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.ListUnderreplicatedCmd.ListUnderreplicatedCmd(),4,5
org.apache.bookkeeper.bookie.BookieShell.ListUnderreplicatedCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.ListUnderreplicatedCmd.getDescription(),6,6
org.apache.bookkeeper.bookie.BookieShell.ListUnderreplicatedCmd.getUsage(),3,3
org.apache.bookkeeper.bookie.BookieShell.ListUnderreplicatedCmd.runCmd(CommandLine),29,58
org.apache.bookkeeper.bookie.BookieShell.ListLedgersCmd.ListLedgersCmd(),10,11
org.apache.bookkeeper.bookie.BookieShell.ListLedgersCmd.runCmd(CommandLine),42,119
org.apache.bookkeeper.bookie.BookieShell.ListLedgersCmd.getDescription(),6,6
org.apache.bookkeeper.bookie.BookieShell.ListLedgersCmd.getUsage(),4,4
org.apache.bookkeeper.bookie.BookieShell.ListLedgersCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.printLedgerMetadata(ReadMetadataCallback),11,18
org.apache.bookkeeper.bookie.BookieShell.ReadMetadataCallback.ReadMetadataCallback(long),4,6
org.apache.bookkeeper.bookie.BookieShell.ReadMetadataCallback.getLedgerId(),1,2
"org.apache.bookkeeper.bookie.BookieShell.ReadMetadataCallback.operationComplete(int,LedgerMetadata)",8,11
org.apache.bookkeeper.bookie.BookieShell.LedgerMetadataCmd.LedgerMetadataCmd(),8,10
org.apache.bookkeeper.bookie.BookieShell.LedgerMetadataCmd.runCmd(CommandLine),33,69
org.apache.bookkeeper.bookie.BookieShell.LedgerMetadataCmd.getDescription(),5,5
org.apache.bookkeeper.bookie.BookieShell.LedgerMetadataCmd.getUsage(),4,5
org.apache.bookkeeper.bookie.BookieShell.LedgerMetadataCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.SimpleTestCmd.SimpleTestCmd(),14,34
org.apache.bookkeeper.bookie.BookieShell.SimpleTestCmd.runCmd(CommandLine),38,107
org.apache.bookkeeper.bookie.BookieShell.SimpleTestCmd.getDescription(),8,8
org.apache.bookkeeper.bookie.BookieShell.SimpleTestCmd.getUsage(),9,10
org.apache.bookkeeper.bookie.BookieShell.SimpleTestCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.ReadLogCmd.ReadLogCmd(),11,12
org.apache.bookkeeper.bookie.BookieShell.ReadLogCmd.runCmd(CommandLine),28,86
org.apache.bookkeeper.bookie.BookieShell.ReadLogCmd.getDescription(),8,9
org.apache.bookkeeper.bookie.BookieShell.ReadLogCmd.getUsage(),8,10
org.apache.bookkeeper.bookie.BookieShell.ReadLogCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.ReadJournalCmd.ReadJournalCmd(),11,12
org.apache.bookkeeper.bookie.BookieShell.ReadJournalCmd.runCmd(CommandLine),28,80
org.apache.bookkeeper.bookie.BookieShell.ReadJournalCmd.getDescription(),8,9
org.apache.bookkeeper.bookie.BookieShell.ReadJournalCmd.getUsage(),7,8
org.apache.bookkeeper.bookie.BookieShell.ReadJournalCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.LastMarkCmd.LastMarkCmd(),3,4
org.apache.bookkeeper.bookie.BookieShell.LastMarkCmd.runCmd(CommandLine),8,8
org.apache.bookkeeper.bookie.BookieShell.LastMarkCmd.getDescription(),5,5
org.apache.bookkeeper.bookie.BookieShell.LastMarkCmd.getUsage(),3,3
org.apache.bookkeeper.bookie.BookieShell.LastMarkCmd.getOptions(),1,3
org.apache.bookkeeper.bookie.BookieShell.ListBookiesCmd.ListBookiesCmd(),13,26
org.apache.bookkeeper.bookie.BookieShell.ListBookiesCmd.runCmd(CommandLine),40,109
org.apache.bookkeeper.bookie.BookieShell.ListBookiesCmd.getDescription(),8,8
org.apache.bookkeeper.bookie.BookieShell.ListBookiesCmd.getUsage(),6,6
org.apache.bookkeeper.bookie.BookieShell.ListBookiesCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.HelpCmd.HelpCmd(),2,4
org.apache.bookkeeper.bookie.BookieShell.HelpCmd.runCmd(CommandLine),17,40
org.apache.bookkeeper.bookie.BookieShell.HelpCmd.getDescription(),6,6
org.apache.bookkeeper.bookie.BookieShell.HelpCmd.getUsage(),4,4
org.apache.bookkeeper.bookie.BookieShell.HelpCmd.getOptions(),1,3
org.apache.bookkeeper.bookie.BookieShell.AutoRecoveryCmd.AutoRecoveryCmd(),11,23
org.apache.bookkeeper.bookie.BookieShell.AutoRecoveryCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.AutoRecoveryCmd.getDescription(),6,6
org.apache.bookkeeper.bookie.BookieShell.AutoRecoveryCmd.getUsage(),5,5
org.apache.bookkeeper.bookie.BookieShell.AutoRecoveryCmd.runCmd(CommandLine),39,105
org.apache.bookkeeper.bookie.BookieShell.WhoIsAuditorCmd.WhoIsAuditorCmd(),3,4
org.apache.bookkeeper.bookie.BookieShell.WhoIsAuditorCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.WhoIsAuditorCmd.getDescription(),7,7
org.apache.bookkeeper.bookie.BookieShell.WhoIsAuditorCmd.getUsage(),3,3
org.apache.bookkeeper.bookie.BookieShell.WhoIsAuditorCmd.runCmd(CommandLine),32,62
org.apache.bookkeeper.bookie.BookieShell.UpdateCookieCmd.UpdateCookieCmd(),8,10
org.apache.bookkeeper.bookie.BookieShell.UpdateCookieCmd.getOptions(),2,3
org.apache.bookkeeper.bookie.BookieShell.UpdateCookieCmd.getDescription(),5,5
org.apache.bookkeeper.bookie.BookieShell.UpdateCookieCmd.getUsage(),5,5
org.apache.bookkeeper.bookie.BookieShell.UpdateCookieCmd.runCmd(CommandLine),29,87
"org.apache.bookkeeper.bookie.BookieShell.UpdateCookieCmd.updateBookieIdInCookie(String,boolean)",59,230
"org.apache.bookkeeper.bookie.BookieShell.UpdateCookieCmd.getOptionalValue(String,String)",7,15
"org.apache.bookkeeper.bookie.BookieShell.UpdateCookieCmd.verifyCookie(Cookie,File)",8,19
org.apache.bookkeeper.bookie.BookieShell.setConf(Configuration),22,49
org.apache.bookkeeper.bookie.BookieShell.printShellUsage(),19,39
org.apache.bookkeeper.bookie.BookieShell.run(String[]),19,47
org.apache.bookkeeper.bookie.BookieShell.main(String),25,68
org.apache.bookkeeper.bookie.BookieShell.getLedgerFile(long),12,30
org.apache.bookkeeper.bookie.BookieShell.getFileInfo(long),12,45
org.apache.bookkeeper.bookie.BookieShell.initEntryLogger(),7,16
"org.apache.bookkeeper.bookie.BookieShell.scanEntryLog(long,EntryLogScanner)",8,31
org.apache.bookkeeper.bookie.BookieShell.getJournal(),6,15
"org.apache.bookkeeper.bookie.BookieShell.scanJournal(long,JournalScanner)",6,24
org.apache.bookkeeper.bookie.BookieShell.readLedgerMeta(long),18,56
org.apache.bookkeeper.bookie.BookieShell.readLedgerIndexEntries(long),26,132
"org.apache.bookkeeper.bookie.BookieShell.scanEntryLog(long,boolean)",16,41
"org.apache.bookkeeper.bookie.BookieShell.scanEntryLog(long,boolean).$1.accept(long)",2,2
"org.apache.bookkeeper.bookie.BookieShell.scanEntryLog(long,boolean).$1.process(long,long,ByteBuffer)",9,13
"org.apache.bookkeeper.bookie.BookieShell.scanJournal(long,boolean)",18,37
"org.apache.bookkeeper.bookie.BookieShell.scanJournal(long,boolean).$2.process(int,long,ByteBuffer)",12,25
org.apache.bookkeeper.bookie.BookieShell.printLastLogMark(),14,38
"org.apache.bookkeeper.bookie.BookieShell.formatEntry(long,ByteBuffer,boolean)",48,150
org.apache.bookkeeper.bookie.BookieShell.bytes2Hex(byte[]),9,19
"org.apache.bookkeeper.bookie.BookieShell.getOptionIntValue(CommandLine,String,int)",17,37
"org.apache.bookkeeper.bookie.BookieShell.getOptionLongValue(CommandLine,String,long)",16,36
"org.apache.bookkeeper.bookie.JournalChannel.JournalChannel(File,long)",8,13
"org.apache.bookkeeper.bookie.JournalChannel.JournalChannel(File,long,long,int)",15,29
"org.apache.bookkeeper.bookie.JournalChannel.JournalChannel(File,long,long,int,long)",15,30
"org.apache.bookkeeper.bookie.JournalChannel.JournalChannel(File,long,long,int,int,boolean,int)",18,44
"org.apache.bookkeeper.bookie.JournalChannel.JournalChannel(File,long,long,int,int,long,boolean,int)",67,323
org.apache.bookkeeper.bookie.JournalChannel.getFormatVersion(),2,4
org.apache.bookkeeper.bookie.JournalChannel.getBufferedChannel(),5,9
org.apache.bookkeeper.bookie.JournalChannel.preAllocIfNeeded(long),10,18
org.apache.bookkeeper.bookie.JournalChannel.read(ByteBuffer),4,6
org.apache.bookkeeper.bookie.JournalChannel.close(),2,3
org.apache.bookkeeper.bookie.JournalChannel.forceWrite(boolean),31,82
org.apache.bookkeeper.bookie.SkipListArena.SkipListArena(ServerConfiguration),10,27
org.apache.bookkeeper.bookie.SkipListArena.allocateBytes(int),31,54
org.apache.bookkeeper.bookie.SkipListArena.retireCurrentChunk(Chunk),10,16
org.apache.bookkeeper.bookie.SkipListArena.getCurrentChunk(),15,33
org.apache.bookkeeper.bookie.SkipListArena.Chunk.Chunk(int),10,14
org.apache.bookkeeper.bookie.SkipListArena.Chunk.init(),30,46
org.apache.bookkeeper.bookie.SkipListArena.Chunk.alloc(int),29,48
org.apache.bookkeeper.bookie.SkipListArena.Chunk.toString(),12,14
"org.apache.bookkeeper.bookie.SkipListArena.MemorySlice.MemorySlice(byte[],int)",4,6
org.apache.bookkeeper.bookie.SkipListArena.MemorySlice.toString(),6,8
org.apache.bookkeeper.bookie.SkipListArena.MemorySlice.getData(),1,2
org.apache.bookkeeper.bookie.SkipListArena.MemorySlice.getOffset(),1,2
"org.apache.bookkeeper.client.RoundRobinDistributionSchedule.RoundRobinDistributionSchedule(int,int,int)",9,28
org.apache.bookkeeper.client.RoundRobinDistributionSchedule.getWriteSet(long),10,20
org.apache.bookkeeper.client.RoundRobinDistributionSchedule.getAckSet(),4,14
org.apache.bookkeeper.client.RoundRobinDistributionSchedule.getAckSet().$1.addBookieAndCheck(int),9,18
org.apache.bookkeeper.client.RoundRobinDistributionSchedule.getAckSet().$1.removeBookie(int),4,7
org.apache.bookkeeper.client.RoundRobinDistributionSchedule.RRQuorumCoverageSet.RRQuorumCoverageSet(),9,11
org.apache.bookkeeper.client.RoundRobinDistributionSchedule.RRQuorumCoverageSet.addBookieAndCheckCovered(int),19,40
org.apache.bookkeeper.client.RoundRobinDistributionSchedule.getCoverageSet(),3,8
"org.apache.bookkeeper.client.RoundRobinDistributionSchedule.hasEntry(long,int)",6,10
"org.apache.bookkeeper.metastore.MetastoreScannableTable.openCursor(String,boolean,String,boolean,Order,MetastoreCallback<MetastoreCursor>,Object)",33,82
"org.apache.bookkeeper.metastore.MetastoreScannableTable.openCursor(String,boolean,String,boolean,Order,Set<String>,MetastoreCallback<MetastoreCursor>,Object)",36,92
org.apache.bookkeeper.proto.PerChannelBookieClientPool.intialize(),4,5
org.apache.bookkeeper.proto.PerChannelBookieClientPool.obtain(GenericCallback<PerChannelBookieClient>),10,19
org.apache.bookkeeper.proto.PerChannelBookieClientPool.disconnect(boolean),6,10
