step,action,action_type,documents,experiment,total_seconds
92,infer,source,23,temporal,894.0
93,train,online,1,temporal,98.0
94,infer,issue,1,temporal,0.0
95,infer,source,23,temporal,903.0
96,train,online,1,temporal,98.0
97,infer,issue,1,temporal,0.0
98,infer,source,23,temporal,897.0
99,train,online,3,temporal,99.0
100,infer,issue,1,temporal,0.0
101,infer,source,23,temporal,900.0
102,train,online,1,temporal,98.0
103,infer,issue,1,temporal,0.0
104,infer,source,23,temporal,897.0
105,train,online,1,temporal,98.0
106,infer,issue,1,temporal,0.0
107,infer,source,23,temporal,899.0
108,train,online,1,temporal,97.0
109,infer,issue,1,temporal,0.0
110,infer,source,23,temporal,898.0
111,train,online,1,temporal,97.0
112,infer,issue,1,temporal,1.0
113,infer,source,23,temporal,897.0
114,train,online,1,temporal,97.0
115,infer,issue,1,temporal,0.0
116,infer,source,23,temporal,899.0
117,train,online,1,temporal,100.0
118,infer,issue,1,temporal,0.0
119,infer,source,23,temporal,895.0
120,train,online,1,temporal,97.0
121,infer,issue,1,temporal,0.0
122,infer,source,23,temporal,905.0
123,train,online,1,temporal,97.0
124,infer,issue,1,temporal,0.0
125,infer,source,23,temporal,897.0
126,train,online,1,temporal,98.0
127,infer,issue,1,temporal,0.0
128,infer,source,23,temporal,901.0
129,train,online,1,temporal,97.0
130,infer,issue,1,temporal,0.0
131,infer,source,23,temporal,897.0
132,train,online,1,temporal,97.0
133,infer,issue,1,temporal,0.0
134,infer,source,23,temporal,901.0
135,train,online,4,temporal,100.0
136,infer,issue,1,temporal,0.0
137,infer,source,23,temporal,902.0
138,train,online,1,temporal,99.0
139,infer,issue,1,temporal,0.0
140,infer,source,23,temporal,909.0
141,train,online,2,temporal,99.0
142,infer,issue,1,temporal,0.0
143,infer,source,23,temporal,909.0
144,train,online,1,temporal,100.0
145,infer,issue,1,temporal,0.0
146,infer,source,23,temporal,903.0
147,train,online,2,temporal,98.0
148,infer,issue,1,temporal,0.0
149,infer,source,23,temporal,915.0
150,train,online,1,temporal,97.0
151,infer,issue,1,temporal,0.0
152,infer,source,23,temporal,904.0
153,train,online,2,temporal,98.0
154,infer,issue,1,temporal,0.0
155,infer,source,23,temporal,908.0
156,train,online,2,temporal,98.0
157,infer,issue,1,temporal,0.0
158,infer,source,23,temporal,904.0
159,train,online,1,temporal,98.0
160,infer,issue,1,temporal,0.0
161,infer,source,23,temporal,907.0
162,train,online,7,temporal,102.0
163,infer,issue,1,temporal,0.0
164,infer,source,23,temporal,906.0
165,train,online,4,temporal,100.0
166,infer,issue,1,temporal,0.0
167,infer,source,23,temporal,908.0
168,train,online,1,temporal,97.0
169,infer,issue,1,temporal,0.0
170,infer,source,23,temporal,912.0
171,train,online,1,temporal,98.0
172,infer,issue,1,temporal,0.0
173,infer,source,23,temporal,904.0
174,train,online,5,temporal,102.0
175,infer,issue,1,temporal,0.0
176,infer,source,23,temporal,910.0
177,train,online,3,temporal,99.0
178,infer,issue,1,temporal,0.0
179,infer,source,23,temporal,904.0
180,train,online,1,temporal,98.0
181,infer,issue,1,temporal,0.0
182,infer,source,23,temporal,909.0
183,train,online,1,temporal,96.0
184,infer,issue,1,temporal,1.0
185,infer,source,23,temporal,904.0
186,train,online,1,temporal,98.0
187,infer,issue,1,temporal,0.0
188,infer,source,23,temporal,907.0
189,train,online,9,temporal,106.0
190,infer,issue,1,temporal,0.0
191,infer,source,23,temporal,908.0
192,train,online,2,temporal,99.0
193,infer,issue,1,temporal,1.0
194,infer,source,23,temporal,908.0
195,train,online,3,temporal,99.0
196,infer,issue,1,temporal,0.0
197,infer,source,23,temporal,918.0
198,train,online,5,temporal,106.0
199,infer,issue,1,temporal,0.0
200,infer,source,24,temporal,911.0
201,train,online,4,temporal,100.0
202,infer,issue,1,temporal,0.0
203,infer,source,24,temporal,916.0
204,train,online,1,temporal,97.0
205,infer,issue,1,temporal,0.0
206,infer,source,24,temporal,912.0
207,train,online,5,temporal,101.0
208,infer,issue,1,temporal,0.0
209,infer,source,24,temporal,916.0
210,train,online,1,temporal,100.0
211,infer,issue,1,temporal,0.0
212,infer,source,24,temporal,920.0
213,train,online,1,temporal,96.0
214,infer,issue,1,temporal,1.0
215,infer,source,25,temporal,920.0
216,train,online,2,temporal,98.0
217,infer,issue,1,temporal,0.0
218,infer,source,25,temporal,926.0
219,train,online,2,temporal,99.0
220,infer,issue,1,temporal,1.0
221,infer,source,25,temporal,917.0
222,train,online,1,temporal,98.0
223,infer,issue,1,temporal,0.0
224,infer,source,25,temporal,922.0
225,train,online,3,temporal,98.0
226,infer,issue,1,temporal,0.0
227,infer,source,25,temporal,920.0
228,train,online,1,temporal,97.0
229,infer,issue,1,temporal,1.0
230,infer,source,25,temporal,927.0
231,train,online,1,temporal,97.0
232,infer,issue,1,temporal,0.0
233,infer,source,25,temporal,920.0
234,train,online,1,temporal,97.0
235,infer,issue,1,temporal,0.0
236,infer,source,25,temporal,925.0
237,train,online,1,temporal,97.0
238,infer,issue,1,temporal,0.0
239,infer,source,25,temporal,922.0
240,train,online,10,temporal,107.0
241,infer,issue,1,temporal,0.0
242,infer,source,25,temporal,919.0
243,train,online,1,temporal,97.0
244,infer,issue,1,temporal,0.0
245,infer,source,25,temporal,929.0
246,train,online,4,temporal,99.0
247,infer,issue,1,temporal,0.0
248,infer,source,26,temporal,921.0
249,train,online,5,temporal,101.0
250,infer,issue,1,temporal,0.0
251,infer,source,26,temporal,923.0
252,train,online,2,temporal,98.0
253,infer,issue,1,temporal,0.0
254,infer,source,26,temporal,920.0
