step,action,action_type,documents,experiment,total_seconds
248,infer,source,396,temporal,5.0
249,train,online,1,temporal,74.0
250,infer,issue,1,temporal,0.0
251,infer,source,396,temporal,5.0
252,train,online,1,temporal,74.0
253,infer,issue,1,temporal,0.0
254,infer,source,396,temporal,4.0
255,train,online,1,temporal,73.0
256,infer,issue,1,temporal,1.0
257,infer,source,396,temporal,4.0
258,train,online,1,temporal,74.0
259,infer,issue,1,temporal,1.0
260,infer,source,396,temporal,4.0
261,train,online,1,temporal,74.0
262,infer,issue,1,temporal,1.0
263,infer,source,396,temporal,4.0
264,train,online,1,temporal,74.0
265,infer,issue,1,temporal,1.0
266,infer,source,396,temporal,4.0
267,train,online,1,temporal,74.0
268,infer,issue,1,temporal,1.0
269,infer,source,396,temporal,4.0
270,train,online,1,temporal,74.0
271,infer,issue,1,temporal,1.0
272,infer,source,396,temporal,4.0
273,train,online,1,temporal,75.0
274,infer,issue,1,temporal,0.0
275,infer,source,396,temporal,5.0
276,train,online,1,temporal,74.0
277,infer,issue,1,temporal,1.0
278,infer,source,396,temporal,4.0
279,train,online,1,temporal,74.0
280,infer,issue,1,temporal,1.0
281,infer,source,397,temporal,4.0
282,train,online,1,temporal,74.0
283,infer,issue,1,temporal,1.0
284,infer,source,397,temporal,4.0
285,train,online,1,temporal,75.0
286,infer,issue,1,temporal,0.0
287,infer,source,397,temporal,4.0
288,train,online,1,temporal,74.0
289,infer,issue,1,temporal,0.0
290,infer,source,397,temporal,5.0
291,train,online,1,temporal,74.0
292,infer,issue,1,temporal,1.0
293,infer,source,397,temporal,4.0
294,train,online,1,temporal,75.0
295,infer,issue,1,temporal,1.0
296,infer,source,397,temporal,4.0
297,train,online,1,temporal,74.0
298,infer,issue,1,temporal,0.0
299,infer,source,397,temporal,5.0
300,train,online,1,temporal,75.0
301,infer,issue,1,temporal,0.0
302,infer,source,416,temporal,5.0
303,train,online,1,temporal,76.0
304,infer,issue,1,temporal,1.0
305,infer,source,416,temporal,6.0
306,train,online,1,temporal,75.0
307,infer,issue,1,temporal,0.0
308,infer,source,416,temporal,5.0
309,train,online,1,temporal,74.0
310,infer,issue,1,temporal,1.0
311,infer,source,417,temporal,4.0
312,train,online,1,temporal,74.0
313,infer,issue,1,temporal,1.0
314,infer,source,417,temporal,4.0
315,train,online,2,temporal,75.0
316,infer,issue,1,temporal,0.0
317,infer,source,418,temporal,5.0
318,train,online,1,temporal,74.0
319,infer,issue,1,temporal,0.0
320,infer,source,418,temporal,5.0
321,train,online,1,temporal,74.0
322,infer,issue,1,temporal,0.0
323,infer,source,418,temporal,5.0
324,train,online,1,temporal,74.0
325,infer,issue,1,temporal,0.0
326,infer,source,418,temporal,5.0
327,train,online,1,temporal,75.0
328,infer,issue,1,temporal,0.0
329,infer,source,419,temporal,5.0
330,train,online,1,temporal,74.0
331,infer,issue,1,temporal,0.0
332,infer,source,419,temporal,5.0
333,train,online,1,temporal,74.0
334,infer,issue,1,temporal,1.0
335,infer,source,419,temporal,4.0
336,train,online,1,temporal,74.0
337,infer,issue,1,temporal,1.0
338,infer,source,419,temporal,4.0
339,train,online,1,temporal,74.0
340,infer,issue,1,temporal,0.0
341,infer,source,419,temporal,5.0
342,train,online,1,temporal,74.0
343,infer,issue,1,temporal,1.0
344,infer,source,419,temporal,4.0
345,train,online,1,temporal,74.0
346,infer,issue,1,temporal,1.0
347,infer,source,419,temporal,5.0
348,train,online,1,temporal,74.0
349,infer,issue,1,temporal,0.0
350,infer,source,419,temporal,5.0
351,train,online,1,temporal,74.0
352,infer,issue,1,temporal,0.0
353,infer,source,419,temporal,5.0
354,train,online,1,temporal,74.0
355,infer,issue,1,temporal,1.0
356,infer,source,419,temporal,4.0
357,train,online,1,temporal,75.0
358,infer,issue,1,temporal,0.0
359,infer,source,419,temporal,5.0
360,train,online,2,temporal,75.0
361,infer,issue,1,temporal,1.0
362,infer,source,419,temporal,5.0
363,train,online,1,temporal,74.0
364,infer,issue,1,temporal,0.0
365,infer,source,420,temporal,5.0
366,train,online,1,temporal,74.0
367,infer,issue,1,temporal,1.0
368,infer,source,420,temporal,5.0
369,train,online,1,temporal,75.0
370,infer,issue,1,temporal,1.0
371,infer,source,420,temporal,5.0
372,train,online,1,temporal,76.0
373,infer,issue,1,temporal,1.0
374,infer,source,420,temporal,5.0
375,train,online,1,temporal,75.0
376,infer,issue,1,temporal,0.0
377,infer,source,423,temporal,5.0
378,train,online,1,temporal,74.0
379,infer,issue,1,temporal,1.0
380,infer,source,425,temporal,4.0
381,train,online,1,temporal,74.0
382,infer,issue,1,temporal,1.0
383,infer,source,425,temporal,4.0
384,train,online,1,temporal,74.0
385,infer,issue,1,temporal,1.0
386,infer,source,425,temporal,4.0
387,train,online,1,temporal,73.0
388,infer,issue,1,temporal,1.0
389,infer,source,425,temporal,5.0
390,train,online,1,temporal,73.0
391,infer,issue,1,temporal,1.0
392,infer,source,425,temporal,5.0
393,train,online,1,temporal,74.0
394,infer,issue,1,temporal,0.0
395,infer,source,425,temporal,5.0
396,train,online,1,temporal,74.0
397,infer,issue,1,temporal,0.0
398,infer,source,425,temporal,5.0
399,train,online,1,temporal,74.0
400,infer,issue,1,temporal,1.0
401,infer,source,427,temporal,5.0
402,train,online,1,temporal,74.0
403,infer,issue,1,temporal,0.0
404,infer,source,427,temporal,5.0
405,train,online,1,temporal,74.0
406,infer,issue,1,temporal,1.0
407,infer,source,429,temporal,5.0
408,train,online,1,temporal,74.0
409,infer,issue,1,temporal,1.0
410,infer,source,429,temporal,4.0
411,train,online,1,temporal,75.0
412,infer,issue,1,temporal,0.0
413,infer,source,429,temporal,5.0
414,train,online,2,temporal,75.0
415,infer,issue,1,temporal,1.0
416,infer,source,429,temporal,4.0
417,train,online,1,temporal,74.0
418,infer,issue,1,temporal,1.0
419,infer,source,429,temporal,5.0
420,train,online,1,temporal,74.0
421,infer,issue,1,temporal,0.0
422,infer,source,429,temporal,5.0
423,train,online,1,temporal,74.0
424,infer,issue,1,temporal,1.0
425,infer,source,429,temporal,4.0
426,train,online,1,temporal,74.0
427,infer,issue,1,temporal,1.0
428,infer,source,429,temporal,5.0
429,train,online,1,temporal,74.0
430,infer,issue,1,temporal,1.0
431,infer,source,429,temporal,4.0
432,train,online,2,temporal,75.0
433,infer,issue,1,temporal,0.0
434,infer,source,429,temporal,5.0
435,train,online,1,temporal,74.0
436,infer,issue,1,temporal,1.0
437,infer,source,430,temporal,5.0
438,train,online,1,temporal,75.0
439,infer,issue,1,temporal,1.0
440,infer,source,430,temporal,6.0
441,infer,issue,1,temporal,1.0
442,infer,source,430,temporal,6.0
443,train,online,2,temporal,76.0
444,infer,issue,1,temporal,1.0
445,infer,source,430,temporal,4.0
446,train,online,1,temporal,74.0
447,infer,issue,1,temporal,1.0
448,infer,source,430,temporal,5.0
449,train,online,1,temporal,73.0
450,infer,issue,1,temporal,1.0
451,infer,source,430,temporal,5.0
452,train,online,1,temporal,76.0
453,infer,issue,1,temporal,0.0
454,infer,source,430,temporal,5.0
455,train,online,1,temporal,74.0
456,infer,issue,1,temporal,0.0
457,infer,source,430,temporal,5.0
458,train,online,1,temporal,75.0
459,infer,issue,1,temporal,0.0
460,infer,source,430,temporal,5.0
461,train,online,1,temporal,74.0
462,infer,issue,1,temporal,0.0
463,infer,source,432,temporal,5.0
464,train,online,1,temporal,74.0
465,infer,issue,1,temporal,1.0
466,infer,source,432,temporal,5.0
467,train,online,1,temporal,74.0
468,infer,issue,1,temporal,1.0
469,infer,source,434,temporal,5.0
470,train,online,1,temporal,74.0
471,infer,issue,1,temporal,0.0
472,infer,source,434,temporal,5.0
473,train,online,1,temporal,74.0
474,infer,issue,1,temporal,1.0
475,infer,source,434,temporal,5.0
476,train,online,1,temporal,75.0
477,infer,issue,1,temporal,0.0
478,infer,source,435,temporal,5.0
479,train,online,1,temporal,74.0
480,infer,issue,1,temporal,1.0
481,infer,source,435,temporal,5.0
482,train,online,1,temporal,74.0
483,infer,issue,1,temporal,0.0
484,infer,source,435,temporal,5.0
485,train,online,1,temporal,75.0
486,infer,issue,1,temporal,0.0
487,infer,source,435,temporal,5.0
488,train,online,1,temporal,74.0
489,infer,issue,1,temporal,1.0
490,infer,source,435,temporal,5.0
491,train,online,1,temporal,74.0
492,infer,issue,1,temporal,0.0
493,infer,source,435,temporal,5.0
494,train,online,1,temporal,75.0
495,infer,issue,1,temporal,0.0
496,infer,source,435,temporal,5.0
497,train,online,1,temporal,74.0
498,infer,issue,1,temporal,1.0
499,infer,source,435,temporal,5.0
500,train,online,1,temporal,74.0
501,infer,issue,1,temporal,1.0
502,infer,source,435,temporal,5.0
503,train,online,1,temporal,74.0
504,infer,issue,1,temporal,1.0
505,infer,source,435,temporal,5.0
506,train,online,1,temporal,75.0
507,infer,issue,1,temporal,0.0
508,infer,source,435,temporal,6.0
509,train,online,1,temporal,76.0
510,infer,issue,1,temporal,1.0
511,infer,source,435,temporal,6.0
512,train,online,2,temporal,76.0
513,infer,issue,1,temporal,1.0
514,infer,source,438,temporal,5.0
515,train,online,1,temporal,75.0
516,infer,issue,1,temporal,0.0
517,infer,source,439,temporal,5.0
518,train,online,1,temporal,74.0
519,infer,issue,1,temporal,1.0
520,infer,source,439,temporal,5.0
521,train,online,1,temporal,74.0
522,infer,issue,1,temporal,0.0
523,infer,source,439,temporal,5.0
524,train,online,1,temporal,74.0
525,infer,issue,1,temporal,1.0
526,infer,source,439,temporal,4.0
527,train,online,2,temporal,75.0
528,infer,issue,1,temporal,0.0
529,infer,source,439,temporal,5.0
530,train,online,1,temporal,74.0
531,infer,issue,1,temporal,1.0
532,infer,source,439,temporal,5.0
533,train,online,1,temporal,74.0
534,infer,issue,1,temporal,0.0
535,infer,source,440,temporal,5.0
536,train,online,1,temporal,74.0
537,infer,issue,1,temporal,1.0
538,infer,source,440,temporal,5.0
539,train,online,1,temporal,74.0
540,infer,issue,1,temporal,1.0
541,infer,source,441,temporal,5.0
542,train,online,1,temporal,74.0
543,infer,issue,1,temporal,1.0
544,infer,source,443,temporal,5.0
545,train,online,1,temporal,74.0
546,infer,issue,1,temporal,0.0
547,infer,source,444,temporal,5.0
548,train,online,1,temporal,74.0
549,infer,issue,1,temporal,0.0
550,infer,source,444,temporal,5.0
551,train,online,1,temporal,74.0
552,infer,issue,1,temporal,1.0
553,infer,source,444,temporal,5.0
554,train,online,2,temporal,75.0
555,infer,issue,1,temporal,1.0
556,infer,source,444,temporal,4.0
557,train,online,1,temporal,74.0
558,infer,issue,1,temporal,0.0
559,infer,source,444,temporal,5.0
560,train,online,1,temporal,75.0
561,infer,issue,1,temporal,0.0
562,infer,source,444,temporal,6.0
563,train,online,1,temporal,74.0
564,infer,issue,1,temporal,1.0
565,infer,source,444,temporal,5.0
566,train,online,1,temporal,74.0
567,infer,issue,1,temporal,1.0
568,infer,source,444,temporal,5.0
569,train,online,1,temporal,74.0
570,infer,issue,1,temporal,1.0
571,infer,source,444,temporal,5.0
572,train,online,1,temporal,75.0
573,infer,issue,1,temporal,0.0
574,infer,source,444,temporal,5.0
575,train,online,1,temporal,75.0
576,infer,issue,1,temporal,1.0
577,infer,source,444,temporal,6.0
578,train,online,1,temporal,75.0
579,infer,issue,1,temporal,1.0
580,infer,source,444,temporal,5.0
581,train,online,1,temporal,74.0
582,infer,issue,1,temporal,1.0
583,infer,source,444,temporal,4.0
584,train,online,1,temporal,81.0
585,infer,issue,1,temporal,0.0
586,infer,source,450,temporal,5.0
587,train,online,1,temporal,73.0
588,infer,issue,1,temporal,1.0
589,infer,source,450,temporal,5.0
590,train,online,1,temporal,74.0
591,infer,issue,1,temporal,1.0
592,infer,source,450,temporal,5.0
593,train,online,1,temporal,73.0
594,infer,issue,1,temporal,1.0
595,infer,source,450,temporal,5.0
596,train,online,1,temporal,74.0
597,infer,issue,1,temporal,1.0
598,infer,source,450,temporal,5.0
599,train,online,1,temporal,74.0
600,infer,issue,1,temporal,0.0
601,infer,source,450,temporal,5.0
602,train,online,1,temporal,74.0
603,infer,issue,1,temporal,1.0
604,infer,source,450,temporal,5.0
605,train,online,1,temporal,74.0
606,infer,issue,1,temporal,1.0
607,infer,source,450,temporal,5.0
608,train,online,1,temporal,74.0
609,infer,issue,1,temporal,1.0
610,infer,source,450,temporal,5.0
611,train,online,1,temporal,74.0
612,infer,issue,1,temporal,1.0
613,infer,source,450,temporal,5.0
614,train,online,1,temporal,74.0
615,infer,issue,1,temporal,1.0
616,infer,source,450,temporal,5.0
617,train,online,1,temporal,74.0
618,infer,issue,1,temporal,1.0
619,infer,source,450,temporal,5.0
620,train,online,1,temporal,75.0
621,infer,issue,1,temporal,1.0
622,infer,source,450,temporal,5.0
623,train,online,1,temporal,74.0
624,infer,issue,1,temporal,1.0
625,infer,source,450,temporal,5.0
626,train,online,1,temporal,74.0
627,infer,issue,1,temporal,1.0
628,infer,source,450,temporal,5.0
629,train,online,1,temporal,74.0
630,infer,issue,1,temporal,1.0
631,infer,source,450,temporal,5.0
632,infer,issue,1,temporal,1.0
633,infer,source,450,temporal,5.0
634,train,online,1,temporal,75.0
635,infer,issue,1,temporal,0.0
636,infer,source,450,temporal,6.0
637,train,online,1,temporal,75.0
638,infer,issue,1,temporal,0.0
639,infer,source,453,temporal,6.0
640,train,online,1,temporal,74.0
641,infer,issue,1,temporal,1.0
642,infer,source,453,temporal,5.0
643,train,online,1,temporal,76.0
644,infer,issue,1,temporal,0.0
645,infer,source,452,temporal,7.0
646,train,online,1,temporal,76.0
647,infer,issue,1,temporal,1.0
648,infer,source,452,temporal,5.0
649,train,online,1,temporal,74.0
650,infer,issue,1,temporal,1.0
651,infer,source,452,temporal,5.0
652,train,online,1,temporal,74.0
653,infer,issue,1,temporal,1.0
654,infer,source,452,temporal,5.0
655,train,online,1,temporal,74.0
656,infer,issue,1,temporal,0.0
657,infer,source,452,temporal,5.0
658,train,online,1,temporal,73.0
659,infer,issue,1,temporal,1.0
660,infer,source,452,temporal,5.0
661,train,online,1,temporal,74.0
662,infer,issue,1,temporal,1.0
663,infer,source,452,temporal,5.0
664,train,online,1,temporal,74.0
665,infer,issue,1,temporal,0.0
666,infer,source,452,temporal,5.0
667,train,online,2,temporal,74.0
668,infer,issue,1,temporal,1.0
669,infer,source,453,temporal,5.0
670,train,online,1,temporal,74.0
671,infer,issue,1,temporal,1.0
672,infer,source,453,temporal,5.0
673,train,online,1,temporal,74.0
674,infer,issue,1,temporal,1.0
675,infer,source,453,temporal,5.0
676,train,online,1,temporal,74.0
677,infer,issue,1,temporal,1.0
678,infer,source,453,temporal,5.0
679,train,online,1,temporal,74.0
680,infer,issue,1,temporal,1.0
681,infer,source,454,temporal,5.0
682,train,online,1,temporal,75.0
683,infer,issue,1,temporal,0.0
684,infer,source,454,temporal,5.0
685,train,online,1,temporal,74.0
686,infer,issue,1,temporal,0.0
687,infer,source,454,temporal,5.0
688,train,online,1,temporal,74.0
689,infer,issue,1,temporal,0.0
690,infer,source,454,temporal,5.0
691,train,online,1,temporal,75.0
692,infer,issue,1,temporal,0.0
693,infer,source,454,temporal,5.0
694,train,online,1,temporal,75.0
695,infer,issue,1,temporal,0.0
696,infer,source,454,temporal,6.0
697,train,online,1,temporal,74.0
698,infer,issue,1,temporal,1.0
699,infer,source,454,temporal,5.0
700,train,online,1,temporal,74.0
701,infer,issue,1,temporal,1.0
702,infer,source,454,temporal,5.0
703,train,online,1,temporal,74.0
704,infer,issue,1,temporal,1.0
705,infer,source,454,temporal,5.0
706,train,online,1,temporal,75.0
707,infer,issue,1,temporal,0.0
708,infer,source,454,temporal,6.0
709,train,online,1,temporal,74.0
710,infer,issue,1,temporal,1.0
711,infer,source,454,temporal,5.0
712,train,online,1,temporal,76.0
713,infer,issue,1,temporal,1.0
714,infer,source,454,temporal,6.0
715,train,online,1,temporal,75.0
716,infer,issue,1,temporal,0.0
717,infer,source,454,temporal,5.0
718,train,online,1,temporal,74.0
719,infer,issue,1,temporal,1.0
720,infer,source,454,temporal,5.0
721,train,online,1,temporal,74.0
722,infer,issue,1,temporal,1.0
723,infer,source,454,temporal,5.0
724,train,online,1,temporal,74.0
725,infer,issue,1,temporal,0.0
726,infer,source,454,temporal,5.0
727,train,online,1,temporal,73.0
728,infer,issue,1,temporal,1.0
729,infer,source,454,temporal,5.0
730,train,online,1,temporal,74.0
731,infer,issue,1,temporal,1.0
732,infer,source,454,temporal,5.0
733,train,online,1,temporal,74.0
734,infer,issue,1,temporal,1.0
735,infer,source,454,temporal,5.0
736,train,online,1,temporal,74.0
737,infer,issue,1,temporal,0.0
738,infer,source,454,temporal,6.0
739,train,online,1,temporal,74.0
740,infer,issue,1,temporal,0.0
741,infer,source,454,temporal,6.0
742,train,online,1,temporal,74.0
743,infer,issue,1,temporal,0.0
744,infer,source,454,temporal,6.0
745,train,online,1,temporal,74.0
746,infer,issue,1,temporal,1.0
747,infer,source,455,temporal,5.0
748,train,online,1,temporal,74.0
749,infer,issue,1,temporal,1.0
750,infer,source,455,temporal,5.0
751,train,online,1,temporal,74.0
752,infer,issue,1,temporal,1.0
753,infer,source,455,temporal,6.0
754,train,online,1,temporal,74.0
755,infer,issue,1,temporal,0.0
756,infer,source,455,temporal,6.0
757,train,online,1,temporal,74.0
758,infer,issue,1,temporal,0.0
759,infer,source,455,temporal,6.0
760,train,online,1,temporal,74.0
761,infer,issue,1,temporal,0.0
762,infer,source,455,temporal,6.0
763,train,online,1,temporal,76.0
764,infer,issue,1,temporal,0.0
765,infer,source,465,temporal,6.0
766,train,online,1,temporal,74.0
767,infer,issue,1,temporal,1.0
768,infer,source,465,temporal,5.0
769,train,online,1,temporal,75.0
770,infer,issue,1,temporal,0.0
771,infer,source,466,temporal,6.0
772,train,online,1,temporal,74.0
773,infer,issue,1,temporal,1.0
774,infer,source,466,temporal,5.0
775,train,online,1,temporal,75.0
776,infer,issue,1,temporal,0.0
777,infer,source,466,temporal,6.0
778,train,online,1,temporal,75.0
779,infer,issue,1,temporal,1.0
780,infer,source,466,temporal,7.0
781,train,online,1,temporal,76.0
782,infer,issue,1,temporal,0.0
783,infer,source,466,temporal,6.0
784,train,online,1,temporal,74.0
785,infer,issue,1,temporal,1.0
786,infer,source,466,temporal,5.0
787,train,online,1,temporal,74.0
788,infer,issue,1,temporal,1.0
789,infer,source,467,temporal,5.0
790,train,online,1,temporal,74.0
791,infer,issue,1,temporal,1.0
792,infer,source,467,temporal,5.0
793,train,online,1,temporal,74.0
794,infer,issue,1,temporal,1.0
795,infer,source,468,temporal,5.0
796,train,online,1,temporal,74.0
797,infer,issue,1,temporal,1.0
798,infer,source,468,temporal,5.0
799,train,online,1,temporal,74.0
800,infer,issue,1,temporal,0.0
801,infer,source,468,temporal,6.0
802,train,online,1,temporal,74.0
803,infer,issue,1,temporal,0.0
804,infer,source,468,temporal,6.0
805,train,online,1,temporal,74.0
806,infer,issue,1,temporal,0.0
807,infer,source,468,temporal,6.0
808,train,online,1,temporal,74.0
809,infer,issue,1,temporal,1.0
810,infer,source,468,temporal,5.0
811,train,online,1,temporal,74.0
812,infer,issue,1,temporal,1.0
813,infer,source,468,temporal,5.0
814,train,online,1,temporal,74.0
815,infer,issue,1,temporal,1.0
816,infer,source,468,temporal,6.0
817,train,online,1,temporal,74.0
818,infer,issue,1,temporal,0.0
