step,action,action_type,documents,experiment,total_seconds
105,infer,issue,1,temporal,0.0
106,infer,source,11,temporal,1232.0
107,train,online,1,temporal,74.0
108,infer,issue,1,temporal,0.0
109,infer,source,11,temporal,1229.0
110,train,online,1,temporal,74.0
111,infer,issue,1,temporal,1.0
112,infer,source,11,temporal,1225.0
113,train,online,1,temporal,75.0
114,infer,issue,1,temporal,1.0
115,infer,source,11,temporal,1227.0
116,train,online,1,temporal,74.0
117,infer,issue,1,temporal,1.0
118,infer,source,11,temporal,1230.0
119,infer,issue,1,temporal,0.0
120,infer,source,11,temporal,1237.0
121,infer,issue,1,temporal,0.0
122,infer,source,11,temporal,1228.0
123,train,online,2,temporal,75.0
124,infer,issue,1,temporal,1.0
125,infer,source,11,temporal,1238.0
126,train,online,1,temporal,74.0
127,infer,issue,1,temporal,1.0
128,infer,source,11,temporal,1240.0
129,train,online,2,temporal,74.0
130,infer,issue,1,temporal,1.0
131,infer,source,11,temporal,1232.0
132,train,online,1,temporal,74.0
133,infer,issue,1,temporal,1.0
134,infer,source,11,temporal,1235.0
135,train,online,1,temporal,74.0
136,infer,issue,1,temporal,0.0
137,infer,source,11,temporal,1237.0
138,train,online,1,temporal,74.0
139,infer,issue,1,temporal,0.0
140,infer,source,11,temporal,1241.0
141,train,online,1,temporal,74.0
142,infer,issue,1,temporal,0.0
143,infer,source,11,temporal,1235.0
144,train,online,1,temporal,74.0
145,infer,issue,1,temporal,1.0
146,infer,source,11,temporal,1236.0
147,train,online,1,temporal,74.0
148,infer,issue,1,temporal,1.0
149,infer,source,11,temporal,1239.0
150,train,online,1,temporal,73.0
151,infer,issue,1,temporal,1.0
152,infer,source,11,temporal,1243.0
153,train,online,1,temporal,74.0
154,infer,issue,1,temporal,1.0
155,infer,source,11,temporal,1234.0
156,train,online,1,temporal,74.0
157,infer,issue,1,temporal,1.0
158,infer,source,11,temporal,1240.0
159,train,online,1,temporal,74.0
160,infer,issue,1,temporal,0.0
161,infer,source,11,temporal,1247.0
162,train,online,1,temporal,73.0
163,infer,issue,1,temporal,1.0
164,infer,source,11,temporal,1238.0
165,train,online,1,temporal,75.0
166,infer,issue,1,temporal,0.0
167,infer,source,11,temporal,1240.0
168,train,online,1,temporal,75.0
169,infer,issue,1,temporal,1.0
170,infer,source,11,temporal,1247.0
171,train,online,1,temporal,73.0
172,infer,issue,1,temporal,1.0
173,infer,source,11,temporal,1247.0
174,train,online,1,temporal,73.0
175,infer,issue,1,temporal,1.0
176,infer,source,11,temporal,1243.0
177,train,online,1,temporal,74.0
178,infer,issue,1,temporal,1.0
179,infer,source,11,temporal,1245.0
180,train,online,1,temporal,74.0
181,infer,issue,1,temporal,1.0
182,infer,source,11,temporal,1247.0
183,train,online,1,temporal,74.0
184,infer,issue,1,temporal,0.0
185,infer,source,11,temporal,1253.0
186,train,online,1,temporal,74.0
187,infer,issue,1,temporal,1.0
188,infer,source,11,temporal,1243.0
189,train,online,1,temporal,74.0
190,infer,issue,1,temporal,0.0
191,infer,source,11,temporal,1247.0
192,train,online,1,temporal,74.0
193,infer,issue,1,temporal,1.0
194,infer,source,11,temporal,1248.0
195,train,online,1,temporal,74.0
196,infer,issue,1,temporal,1.0
197,infer,source,11,temporal,1252.0
198,train,online,1,temporal,74.0
199,infer,issue,1,temporal,1.0
200,infer,source,11,temporal,1244.0
201,train,online,1,temporal,74.0
202,infer,issue,1,temporal,1.0
203,infer,source,11,temporal,1250.0
204,train,online,1,temporal,74.0
205,infer,issue,1,temporal,0.0
206,infer,source,11,temporal,1256.0
207,train,online,1,temporal,74.0
208,infer,issue,1,temporal,0.0
209,infer,source,11,temporal,1253.0
210,train,online,1,temporal,76.0
211,infer,issue,1,temporal,0.0
212,infer,source,11,temporal,1249.0
213,train,online,1,temporal,73.0
214,infer,issue,1,temporal,1.0
215,infer,source,11,temporal,1257.0
216,train,online,1,temporal,74.0
217,infer,issue,1,temporal,0.0
218,infer,source,11,temporal,1257.0
219,train,online,1,temporal,74.0
220,infer,issue,1,temporal,1.0
221,infer,source,11,temporal,1248.0
222,train,online,1,temporal,74.0
223,infer,issue,1,temporal,1.0
224,infer,source,11,temporal,1250.0
225,train,online,1,temporal,74.0
226,infer,issue,1,temporal,0.0
227,infer,source,11,temporal,1253.0
228,train,online,1,temporal,73.0
229,infer,issue,1,temporal,1.0
230,infer,source,11,temporal,1253.0
231,train,online,1,temporal,74.0
232,infer,issue,1,temporal,1.0
233,infer,source,11,temporal,1250.0
234,train,online,1,temporal,74.0
235,infer,issue,1,temporal,1.0
236,infer,source,11,temporal,1254.0
237,train,online,1,temporal,74.0
238,infer,issue,1,temporal,1.0
239,infer,source,11,temporal,1255.0
240,train,online,1,temporal,74.0
241,infer,issue,1,temporal,1.0
242,infer,source,11,temporal,1261.0
243,train,online,1,temporal,74.0
244,infer,issue,1,temporal,1.0
245,infer,source,11,temporal,1257.0
246,train,online,1,temporal,73.0
247,infer,issue,1,temporal,1.0
248,infer,source,11,temporal,1260.0
249,train,online,1,temporal,73.0
250,infer,issue,1,temporal,1.0
251,infer,source,11,temporal,1263.0
252,train,online,1,temporal,73.0
253,infer,issue,1,temporal,1.0
254,infer,source,11,temporal,1266.0
255,train,online,1,temporal,74.0
256,infer,issue,1,temporal,1.0
257,infer,source,11,temporal,1258.0
258,train,online,1,temporal,74.0
259,infer,issue,1,temporal,1.0
260,infer,source,11,temporal,1265.0
261,train,online,1,temporal,74.0
262,infer,issue,1,temporal,1.0
263,infer,source,11,temporal,1263.0
264,train,online,1,temporal,73.0
265,infer,issue,1,temporal,1.0
266,infer,source,11,temporal,1268.0
267,train,online,1,temporal,74.0
268,infer,issue,1,temporal,1.0
269,infer,source,11,temporal,1259.0
270,train,online,1,temporal,74.0
271,infer,issue,1,temporal,0.0
272,infer,source,11,temporal,1263.0
273,train,online,1,temporal,74.0
274,infer,issue,1,temporal,1.0
275,infer,source,11,temporal,1265.0
276,train,online,1,temporal,73.0
277,infer,issue,1,temporal,1.0
278,infer,source,11,temporal,1266.0
279,train,online,1,temporal,75.0
280,infer,issue,1,temporal,1.0
281,infer,source,11,temporal,1260.0
282,train,online,1,temporal,74.0
283,infer,issue,1,temporal,1.0
284,infer,source,11,temporal,1268.0
285,train,online,1,temporal,74.0
286,infer,issue,1,temporal,1.0
287,infer,source,11,temporal,1268.0
288,train,online,1,temporal,74.0
289,infer,issue,1,temporal,0.0
290,infer,source,11,temporal,1267.0
291,train,online,1,temporal,75.0
292,infer,issue,1,temporal,1.0
293,infer,source,11,temporal,1265.0
294,train,online,1,temporal,74.0
295,infer,issue,1,temporal,1.0
296,infer,source,11,temporal,1271.0
297,train,online,1,temporal,74.0
298,infer,issue,1,temporal,1.0
299,infer,source,11,temporal,1275.0
300,train,online,1,temporal,74.0
301,infer,issue,1,temporal,1.0
302,infer,source,11,temporal,1276.0
303,train,online,1,temporal,76.0
304,infer,issue,1,temporal,0.0
305,infer,source,11,temporal,1268.0
306,train,online,1,temporal,74.0
307,infer,issue,1,temporal,0.0
308,infer,source,11,temporal,1275.0
309,train,online,1,temporal,74.0
310,infer,issue,1,temporal,1.0
311,infer,source,11,temporal,1278.0
312,train,online,1,temporal,73.0
313,infer,issue,1,temporal,1.0
314,infer,source,11,temporal,1270.0
315,train,online,2,temporal,76.0
316,infer,issue,1,temporal,1.0
317,infer,source,11,temporal,1270.0
318,train,online,1,temporal,73.0
319,infer,issue,1,temporal,1.0
320,infer,source,11,temporal,1279.0
321,train,online,1,temporal,73.0
322,infer,issue,1,temporal,1.0
323,infer,source,11,temporal,1279.0
324,train,online,1,temporal,74.0
325,infer,issue,1,temporal,0.0
326,infer,source,11,temporal,1273.0
327,train,online,1,temporal,76.0
328,infer,issue,1,temporal,1.0
329,infer,source,11,temporal,1271.0
330,train,online,1,temporal,74.0
331,infer,issue,1,temporal,1.0
332,infer,source,11,temporal,1280.0
333,train,online,1,temporal,74.0
334,infer,issue,1,temporal,0.0
335,infer,source,11,temporal,1281.0
336,train,online,1,temporal,73.0
337,infer,issue,1,temporal,1.0
338,infer,source,11,temporal,1274.0
339,train,online,1,temporal,76.0
340,infer,issue,1,temporal,1.0
341,infer,source,11,temporal,1270.0
342,train,online,1,temporal,74.0
343,infer,issue,1,temporal,0.0
344,infer,source,11,temporal,1281.0
345,train,online,1,temporal,74.0
346,infer,issue,1,temporal,1.0
347,infer,source,11,temporal,1280.0
348,train,online,1,temporal,74.0
349,infer,issue,1,temporal,0.0
350,infer,source,11,temporal,1275.0
351,train,online,1,temporal,75.0
352,infer,issue,1,temporal,1.0
353,infer,source,11,temporal,1271.0
354,train,online,1,temporal,73.0
355,infer,issue,1,temporal,1.0
356,infer,source,11,temporal,1281.0
357,train,online,1,temporal,73.0
358,infer,issue,1,temporal,1.0
359,infer,source,11,temporal,1276.0
360,train,online,2,temporal,74.0
361,infer,issue,1,temporal,0.0
362,infer,source,11,temporal,1277.0
363,train,online,1,temporal,76.0
364,infer,issue,1,temporal,0.0
365,infer,source,11,temporal,1273.0
366,train,online,1,temporal,73.0
367,infer,issue,1,temporal,1.0
368,infer,source,11,temporal,1282.0
369,train,online,1,temporal,74.0
370,infer,issue,1,temporal,0.0
371,infer,source,11,temporal,1283.0
372,train,online,1,temporal,74.0
373,infer,issue,1,temporal,1.0
374,infer,source,11,temporal,1277.0
375,train,online,1,temporal,77.0
376,infer,issue,1,temporal,0.0
377,infer,source,11,temporal,1274.0
378,train,online,1,temporal,74.0
379,infer,issue,1,temporal,1.0
380,infer,source,11,temporal,1284.0
381,train,online,1,temporal,73.0
382,infer,issue,1,temporal,1.0
383,infer,source,11,temporal,1285.0
384,train,online,1,temporal,73.0
385,infer,issue,1,temporal,1.0
386,infer,source,11,temporal,1282.0
387,train,online,1,temporal,76.0
388,infer,issue,1,temporal,0.0
389,infer,source,11,temporal,1276.0
390,train,online,1,temporal,74.0
391,infer,issue,1,temporal,0.0
392,infer,source,11,temporal,1280.0
393,train,online,1,temporal,73.0
394,infer,issue,1,temporal,1.0
395,infer,source,11,temporal,1280.0
396,train,online,1,temporal,73.0
397,infer,issue,1,temporal,1.0
398,infer,source,11,temporal,1282.0
399,train,online,1,temporal,75.0
400,infer,issue,1,temporal,1.0
401,infer,source,11,temporal,1277.0
402,train,online,1,temporal,74.0
403,infer,issue,1,temporal,1.0
404,infer,source,11,temporal,1283.0
405,train,online,1,temporal,74.0
406,infer,issue,1,temporal,1.0
407,infer,source,11,temporal,1283.0
408,train,online,1,temporal,73.0
409,infer,issue,1,temporal,1.0
410,infer,source,11,temporal,1284.0
411,train,online,1,temporal,74.0
412,infer,issue,1,temporal,1.0
413,infer,source,11,temporal,1275.0
414,train,online,2,temporal,75.0
415,infer,issue,1,temporal,0.0
416,infer,source,11,temporal,1285.0
417,train,online,1,temporal,73.0
418,infer,issue,1,temporal,1.0
419,infer,source,11,temporal,1282.0
420,train,online,1,temporal,73.0
421,infer,issue,1,temporal,1.0
422,infer,source,11,temporal,1285.0
423,train,online,1,temporal,74.0
424,infer,issue,1,temporal,1.0
425,infer,source,11,temporal,1278.0
426,train,online,1,temporal,75.0
427,infer,issue,1,temporal,0.0
428,infer,source,11,temporal,1283.0
429,train,online,1,temporal,74.0
430,infer,issue,1,temporal,1.0
431,infer,source,11,temporal,1283.0
432,train,online,2,temporal,74.0
433,infer,issue,1,temporal,1.0
434,infer,source,11,temporal,1288.0
435,train,online,1,temporal,74.0
436,infer,issue,1,temporal,0.0
437,infer,source,11,temporal,1280.0
438,train,online,1,temporal,73.0
439,infer,issue,1,temporal,1.0
440,infer,source,11,temporal,1282.0
441,infer,issue,1,temporal,0.0
442,infer,source,11,temporal,1286.0
443,train,online,2,temporal,74.0
444,infer,issue,1,temporal,1.0
445,infer,source,11,temporal,1289.0
446,train,online,1,temporal,75.0
447,infer,issue,1,temporal,0.0
448,infer,source,11,temporal,1280.0
449,train,online,1,temporal,74.0
450,infer,issue,1,temporal,1.0
451,infer,source,11,temporal,1284.0
452,train,online,1,temporal,75.0
453,infer,issue,1,temporal,1.0
454,infer,source,11,temporal,1288.0
455,train,online,1,temporal,74.0
456,infer,issue,1,temporal,0.0
457,infer,source,11,temporal,1297.0
458,train,online,1,temporal,74.0
459,infer,issue,1,temporal,1.0
460,infer,source,11,temporal,1288.0
461,train,online,1,temporal,75.0
462,infer,issue,1,temporal,0.0
463,infer,source,11,temporal,1291.0
464,train,online,1,temporal,74.0
465,infer,issue,1,temporal,1.0
466,infer,source,11,temporal,1298.0
467,train,online,1,temporal,74.0
468,infer,issue,1,temporal,1.0
469,infer,source,11,temporal,1300.0
470,train,online,1,temporal,73.0
471,infer,issue,1,temporal,1.0
472,infer,source,11,temporal,1293.0
473,train,online,1,temporal,74.0
474,infer,issue,1,temporal,1.0
475,infer,source,11,temporal,1295.0
476,train,online,1,temporal,74.0
477,infer,issue,1,temporal,0.0
478,infer,source,11,temporal,1298.0
479,train,online,1,temporal,74.0
480,infer,issue,1,temporal,0.0
481,infer,source,11,temporal,1300.0
482,train,online,1,temporal,74.0
483,infer,issue,1,temporal,1.0
484,infer,source,11,temporal,1296.0
485,train,online,1,temporal,74.0
486,infer,issue,1,temporal,1.0
487,infer,source,11,temporal,1299.0
488,train,online,1,temporal,73.0
489,infer,issue,1,temporal,1.0
490,infer,source,11,temporal,1301.0
491,train,online,1,temporal,74.0
492,infer,issue,1,temporal,0.0
493,infer,source,11,temporal,1302.0
494,train,online,1,temporal,73.0
495,infer,issue,1,temporal,1.0
496,infer,source,11,temporal,1297.0
497,train,online,1,temporal,75.0
498,infer,issue,1,temporal,1.0
499,infer,source,11,temporal,1301.0
500,train,online,1,temporal,74.0
501,infer,issue,1,temporal,0.0
502,infer,source,11,temporal,1306.0
503,train,online,1,temporal,73.0
504,infer,issue,1,temporal,1.0
505,infer,source,11,temporal,1307.0
506,train,online,1,temporal,73.0
507,infer,issue,1,temporal,1.0
508,infer,source,11,temporal,1303.0
509,train,online,1,temporal,74.0
510,infer,issue,1,temporal,1.0
511,infer,source,11,temporal,1296.0
512,train,online,2,temporal,76.0
513,infer,issue,1,temporal,0.0
514,infer,source,11,temporal,1305.0
515,train,online,1,temporal,75.0
516,infer,issue,1,temporal,1.0
517,infer,source,11,temporal,1312.0
518,train,online,1,temporal,74.0
519,infer,issue,1,temporal,0.0
520,infer,source,11,temporal,1313.0
521,train,online,1,temporal,74.0
522,infer,issue,1,temporal,0.0
523,infer,source,11,temporal,1303.0
524,train,online,1,temporal,73.0
525,infer,issue,1,temporal,1.0
526,infer,source,11,temporal,1309.0
527,train,online,2,temporal,75.0
528,infer,issue,1,temporal,1.0
529,infer,source,11,temporal,1302.0
530,train,online,1,temporal,73.0
531,infer,issue,1,temporal,1.0
532,infer,source,11,temporal,1307.0
533,train,online,1,temporal,73.0
534,infer,issue,1,temporal,1.0
535,infer,source,11,temporal,1307.0
536,train,online,1,temporal,73.0
537,infer,issue,1,temporal,1.0
538,infer,source,11,temporal,1314.0
539,train,online,1,temporal,74.0
540,infer,issue,1,temporal,1.0
541,infer,source,11,temporal,1302.0
542,train,online,1,temporal,73.0
543,infer,issue,1,temporal,1.0
544,infer,source,11,temporal,1311.0
545,train,online,1,temporal,73.0
546,infer,issue,1,temporal,1.0
547,infer,source,11,temporal,1314.0
548,train,online,1,temporal,73.0
549,infer,issue,1,temporal,1.0
550,infer,source,11,temporal,1311.0
551,train,online,1,temporal,74.0
552,infer,issue,1,temporal,1.0
553,infer,source,11,temporal,1307.0
554,train,online,2,temporal,76.0
555,infer,issue,1,temporal,0.0
556,infer,source,11,temporal,1310.0
557,train,online,1,temporal,74.0
558,infer,issue,1,temporal,0.0
559,infer,source,11,temporal,1312.0
560,train,online,1,temporal,74.0
561,infer,issue,1,temporal,0.0
562,infer,source,11,temporal,1311.0
563,train,online,1,temporal,73.0
564,infer,issue,1,temporal,1.0
565,infer,source,11,temporal,1310.0
566,train,online,1,temporal,74.0
567,infer,issue,1,temporal,0.0
568,infer,source,11,temporal,1306.0
569,train,online,1,temporal,74.0
570,infer,issue,1,temporal,0.0
571,infer,source,11,temporal,1312.0
572,train,online,1,temporal,74.0
573,infer,issue,1,temporal,1.0
574,infer,source,11,temporal,1310.0
575,train,online,1,temporal,74.0
576,infer,issue,1,temporal,1.0
577,infer,source,11,temporal,1312.0
578,train,online,1,temporal,73.0
579,infer,issue,1,temporal,1.0
580,infer,source,11,temporal,1306.0
581,train,online,1,temporal,73.0
582,infer,issue,1,temporal,1.0
583,infer,source,11,temporal,1313.0
584,train,online,1,temporal,81.0
585,infer,issue,1,temporal,0.0
586,infer,source,11,temporal,1324.0
587,train,online,1,temporal,73.0
588,infer,issue,1,temporal,1.0
589,infer,source,11,temporal,1320.0
590,train,online,1,temporal,73.0
591,infer,issue,1,temporal,1.0
592,infer,source,11,temporal,1318.0
593,train,online,1,temporal,75.0
594,infer,issue,1,temporal,1.0
595,infer,source,11,temporal,1318.0
596,train,online,1,temporal,73.0
597,infer,issue,1,temporal,1.0
598,infer,source,11,temporal,1327.0
599,train,online,1,temporal,74.0
600,infer,issue,1,temporal,0.0
601,infer,source,11,temporal,1321.0
602,train,online,1,temporal,73.0
603,infer,issue,1,temporal,1.0
604,infer,source,11,temporal,1327.0
605,train,online,1,temporal,74.0
606,infer,issue,1,temporal,0.0
607,infer,source,11,temporal,1315.0
608,train,online,1,temporal,74.0
609,infer,issue,1,temporal,0.0
610,infer,source,11,temporal,1322.0
611,train,online,1,temporal,74.0
612,infer,issue,1,temporal,0.0
613,infer,source,11,temporal,1328.0
614,train,online,1,temporal,73.0
615,infer,issue,1,temporal,1.0
616,infer,source,11,temporal,1326.0
617,train,online,1,temporal,74.0
618,infer,issue,1,temporal,0.0
619,infer,source,11,temporal,1318.0
620,train,online,1,temporal,76.0
621,infer,issue,1,temporal,1.0
622,infer,source,11,temporal,1318.0
623,train,online,1,temporal,74.0
624,infer,issue,1,temporal,0.0
625,infer,source,11,temporal,1321.0
626,train,online,1,temporal,74.0
627,infer,issue,1,temporal,0.0
628,infer,source,11,temporal,1322.0
629,train,online,1,temporal,73.0
630,infer,issue,1,temporal,1.0
631,infer,source,11,temporal,1325.0
632,infer,issue,1,temporal,0.0
633,infer,source,11,temporal,1318.0
634,train,online,1,temporal,73.0
635,infer,issue,1,temporal,1.0
636,infer,source,11,temporal,1323.0
637,train,online,1,temporal,74.0
638,infer,issue,1,temporal,1.0
639,infer,source,12,temporal,1322.0
640,train,online,1,temporal,73.0
641,infer,issue,1,temporal,1.0
642,infer,source,12,temporal,1323.0
643,train,online,1,temporal,74.0
644,infer,issue,1,temporal,0.0
645,infer,source,12,temporal,1316.0
646,train,online,1,temporal,75.0
647,infer,issue,1,temporal,0.0
648,infer,source,12,temporal,1321.0
649,train,online,1,temporal,73.0
650,infer,issue,1,temporal,1.0
651,infer,source,12,temporal,1324.0
652,train,online,1,temporal,73.0
653,infer,issue,1,temporal,1.0
654,infer,source,12,temporal,1322.0
655,train,online,1,temporal,73.0
656,infer,issue,1,temporal,1.0
657,infer,source,12,temporal,1329.0
658,train,online,1,temporal,75.0
659,infer,issue,1,temporal,0.0
660,infer,source,12,temporal,1318.0
661,train,online,1,temporal,74.0
662,infer,issue,1,temporal,0.0
663,infer,source,12,temporal,1323.0
664,train,online,1,temporal,74.0
665,infer,issue,1,temporal,0.0
666,infer,source,12,temporal,1321.0
667,train,online,2,temporal,74.0
668,infer,issue,1,temporal,1.0
669,infer,source,12,temporal,1328.0
670,train,online,1,temporal,74.0
671,infer,issue,1,temporal,1.0
672,infer,source,12,temporal,1317.0
673,train,online,1,temporal,73.0
674,infer,issue,1,temporal,1.0
675,infer,source,12,temporal,1325.0
676,train,online,1,temporal,73.0
677,infer,issue,1,temporal,1.0
678,infer,source,12,temporal,1326.0
679,train,online,1,temporal,73.0
680,infer,issue,1,temporal,1.0
681,infer,source,12,temporal,1323.0
682,train,online,1,temporal,73.0
683,infer,issue,1,temporal,1.0
684,infer,source,12,temporal,1321.0
685,train,online,1,temporal,75.0
686,infer,issue,1,temporal,1.0
687,infer,source,12,temporal,1319.0
688,train,online,1,temporal,74.0
689,infer,issue,1,temporal,0.0
690,infer,source,12,temporal,1327.0
691,train,online,1,temporal,74.0
692,infer,issue,1,temporal,1.0
693,infer,source,12,temporal,1326.0
694,train,online,1,temporal,73.0
695,infer,issue,1,temporal,1.0
696,infer,source,12,temporal,1329.0
697,train,online,1,temporal,74.0
698,infer,issue,1,temporal,1.0
699,infer,source,12,temporal,1317.0
700,train,online,1,temporal,73.0
701,infer,issue,1,temporal,1.0
702,infer,source,12,temporal,1325.0
703,train,online,1,temporal,74.0
704,infer,issue,1,temporal,0.0
705,infer,source,12,temporal,1329.0
706,train,online,1,temporal,74.0
707,infer,issue,1,temporal,0.0
708,infer,source,12,temporal,1325.0
709,train,online,1,temporal,74.0
710,infer,issue,1,temporal,0.0
711,infer,source,12,temporal,1323.0
712,train,online,1,temporal,75.0
713,infer,issue,1,temporal,1.0
714,infer,source,12,temporal,1321.0
715,train,online,1,temporal,73.0
716,infer,issue,1,temporal,1.0
717,infer,source,12,temporal,1326.0
718,train,online,1,temporal,73.0
719,infer,issue,1,temporal,1.0
720,infer,source,12,temporal,1325.0
721,train,online,1,temporal,74.0
722,infer,issue,1,temporal,0.0
723,infer,source,12,temporal,1331.0
724,train,online,1,temporal,74.0
725,infer,issue,1,temporal,0.0
726,infer,source,12,temporal,1321.0
727,train,online,1,temporal,74.0
728,infer,issue,1,temporal,0.0
729,infer,source,12,temporal,1328.0
730,train,online,1,temporal,73.0
731,infer,issue,1,temporal,1.0
732,infer,source,12,temporal,1331.0
733,train,online,1,temporal,73.0
734,infer,issue,1,temporal,1.0
735,infer,source,12,temporal,1327.0
736,train,online,1,temporal,74.0
737,infer,issue,1,temporal,0.0
738,infer,source,12,temporal,1325.0
739,train,online,1,temporal,76.0
740,infer,issue,1,temporal,0.0
741,infer,source,12,temporal,1322.0
742,train,online,1,temporal,74.0
743,infer,issue,1,temporal,0.0
744,infer,source,12,temporal,1327.0
745,train,online,1,temporal,74.0
746,infer,issue,1,temporal,0.0
747,infer,source,12,temporal,1328.0
748,train,online,1,temporal,73.0
749,infer,issue,1,temporal,1.0
750,infer,source,12,temporal,1330.0
751,train,online,1,temporal,74.0
752,infer,issue,1,temporal,0.0
753,infer,source,12,temporal,1321.0
754,train,online,1,temporal,73.0
755,infer,issue,1,temporal,1.0
756,infer,source,12,temporal,1328.0
757,train,online,1,temporal,74.0
758,infer,issue,1,temporal,0.0
759,infer,source,12,temporal,1331.0
760,train,online,1,temporal,74.0
761,infer,issue,1,temporal,0.0
762,infer,source,12,temporal,1329.0
763,train,online,1,temporal,75.0
764,infer,issue,1,temporal,1.0
765,infer,source,12,temporal,1328.0
766,train,online,1,temporal,75.0
767,infer,issue,1,temporal,1.0
768,infer,source,12,temporal,1322.0
769,train,online,1,temporal,74.0
770,infer,issue,1,temporal,0.0
771,infer,source,12,temporal,1330.0
772,train,online,1,temporal,73.0
773,infer,issue,1,temporal,1.0
774,infer,source,12,temporal,1328.0
775,train,online,1,temporal,74.0
776,infer,issue,1,temporal,1.0
777,infer,source,12,temporal,1330.0
778,train,online,1,temporal,74.0
779,infer,issue,1,temporal,0.0
780,infer,source,12,temporal,1323.0
781,train,online,1,temporal,74.0
782,infer,issue,1,temporal,0.0
783,infer,source,12,temporal,1335.0
784,train,online,1,temporal,73.0
785,infer,issue,1,temporal,1.0
786,infer,source,12,temporal,1331.0
787,train,online,1,temporal,73.0
788,infer,issue,1,temporal,1.0
789,infer,source,12,temporal,1329.0
790,train,online,1,temporal,73.0
791,infer,issue,1,temporal,1.0
792,infer,source,12,temporal,1335.0
793,train,online,1,temporal,75.0
794,infer,issue,1,temporal,0.0
795,infer,source,12,temporal,1325.0
796,train,online,1,temporal,73.0
797,infer,issue,1,temporal,1.0
798,infer,source,12,temporal,1335.0
799,train,online,1,temporal,73.0
800,infer,issue,1,temporal,1.0
801,infer,source,12,temporal,1329.0
802,train,online,1,temporal,74.0
