metadata,unique_words,total_words
org.apache.openjpa.jdbc.kernel.exps.PCPath.PCPath(SubQ),17,38
org.apache.openjpa.jdbc.kernel.exps.PCPath.setSchemaAlias(String),4,12
org.apache.openjpa.jdbc.kernel.exps.PCPath.getSchemaAlias(),3,5
"org.apache.openjpa.jdbc.kernel.exps.PCPath.setSubqueryContext(Context,String)",8,20
org.apache.openjpa.jdbc.kernel.exps.PCPath.addVariableAction(Variable),8,13
org.apache.openjpa.jdbc.kernel.exps.PCPath.isUnaccessedVariable(),13,20
org.apache.openjpa.jdbc.kernel.exps.PCPath.isVariablePath(),4,7
org.apache.openjpa.jdbc.kernel.exps.PCPath.setContainsId(String),20,41
org.apache.openjpa.jdbc.kernel.exps.PCPath.getMetaData(),2,4
org.apache.openjpa.jdbc.kernel.exps.PCPath.setMetaData(ClassMetaData),4,8
org.apache.openjpa.jdbc.kernel.exps.PCPath.isKey(),1,2
org.apache.openjpa.jdbc.kernel.exps.PCPath.isXPath(),3,3
org.apache.openjpa.jdbc.kernel.exps.PCPath.getXPath(),33,80
org.apache.openjpa.jdbc.kernel.exps.PCPath.getPCPathString(),16,61
org.apache.openjpa.jdbc.kernel.exps.PCPath.getClassMapping(ExpState),15,59
org.apache.openjpa.jdbc.kernel.exps.PCPath.getFieldMapping(ExpState),4,8
org.apache.openjpa.jdbc.kernel.exps.PCPath.getColumns(ExpState),7,17
org.apache.openjpa.jdbc.kernel.exps.PCPath.calculateColumns(PathExpState),32,171
org.apache.openjpa.jdbc.kernel.exps.PCPath.isVariable(),5,13
"org.apache.openjpa.jdbc.kernel.exps.PCPath.get(FieldMetaData,boolean)",16,31
"org.apache.openjpa.jdbc.kernel.exps.PCPath.get(FieldMetaData,XMLMetaData)",15,30
"org.apache.openjpa.jdbc.kernel.exps.PCPath.get(XMLMetaData,String)",14,25
org.apache.openjpa.jdbc.kernel.exps.PCPath.getXmlMapping(),7,15
org.apache.openjpa.jdbc.kernel.exps.PCPath.getKey(),14,35
org.apache.openjpa.jdbc.kernel.exps.PCPath.checkObjectPathInheritanceTypeJoined(PathExpState),15,42
org.apache.openjpa.jdbc.kernel.exps.PCPath.last(),7,15
org.apache.openjpa.jdbc.kernel.exps.PCPath.lastFieldAction(),12,34
org.apache.openjpa.jdbc.kernel.exps.PCPath.getType(),22,85
org.apache.openjpa.jdbc.kernel.exps.PCPath.setImplicitType(Class),4,6
"org.apache.openjpa.jdbc.kernel.exps.PCPath.initialize(Select,ExpContext,int)",106,470
org.apache.openjpa.jdbc.kernel.exps.PCPath.findSubqAlias(Select),12,28
org.apache.openjpa.jdbc.kernel.exps.PCPath.navigateFromParentRootInSubselect(Select),23,51
"org.apache.openjpa.jdbc.kernel.exps.PCPath.isJoinedField(FieldMapping,boolean,FieldMapping)",27,72
"org.apache.openjpa.jdbc.kernel.exps.PCPath.eval(Object,Object,StoreContext,Object[])",38,93
org.apache.openjpa.jdbc.kernel.exps.PCPath.PathExpState.PathExpState(Joins),3,5
"org.apache.openjpa.jdbc.kernel.exps.PCPath.traverseField(PathExpState,boolean,boolean,boolean)",23,82
"org.apache.openjpa.jdbc.kernel.exps.PCPath.joinRelation(PathExpState,boolean,boolean,boolean)",15,43
"org.apache.openjpa.jdbc.kernel.exps.PCPath.toDataStoreValue(Select,ExpContext,ExpState,Object)",25,77
"org.apache.openjpa.jdbc.kernel.exps.PCPath.select(Select,ExpContext,ExpState,boolean)",7,13
"org.apache.openjpa.jdbc.kernel.exps.PCPath.selectColumns(Select,ExpContext,ExpState,boolean)",47,102
"org.apache.openjpa.jdbc.kernel.exps.PCPath.groupBy(Select,ExpContext,ExpState)",20,45
"org.apache.openjpa.jdbc.kernel.exps.PCPath.orderBy(Select,ExpContext,ExpState,boolean)",9,13
"org.apache.openjpa.jdbc.kernel.exps.PCPath.load(ExpContext,ExpState,Result)",9,13
"org.apache.openjpa.jdbc.kernel.exps.PCPath.load(ExpContext,ExpState,Result,boolean)",38,119
org.apache.openjpa.jdbc.kernel.exps.PCPath.validateMapStrategy(Strategy),8,18
"org.apache.openjpa.jdbc.kernel.exps.PCPath.selectEmbeddedMapKey(Select,ExpContext,ExpState)",19,52
"org.apache.openjpa.jdbc.kernel.exps.PCPath.loadEmbeddedMapKey(ExpContext,ExpState,Result)",21,46
"org.apache.openjpa.jdbc.kernel.exps.PCPath.calculateValue(Select,ExpContext,ExpState,Val,ExpState)",19,25
org.apache.openjpa.jdbc.kernel.exps.PCPath.verifyIndexedField(),11,20
"org.apache.openjpa.jdbc.kernel.exps.PCPath.length(Select,ExpContext,ExpState)",7,9
"org.apache.openjpa.jdbc.kernel.exps.PCPath.appendTo(Select,ExpContext,ExpState,SQLBuffer)",12,23
"org.apache.openjpa.jdbc.kernel.exps.PCPath.appendTo(Select,ExpContext,ExpState,SQLBuffer,int)",12,19
"org.apache.openjpa.jdbc.kernel.exps.PCPath.appendTo(Select,ExpState,SQLBuffer,Column)",22,43
"org.apache.openjpa.jdbc.kernel.exps.PCPath.appendIsEmpty(Select,ExpContext,ExpState,SQLBuffer)",13,28
"org.apache.openjpa.jdbc.kernel.exps.PCPath.appendIsNotEmpty(Select,ExpContext,ExpState,SQLBuffer)",13,28
"org.apache.openjpa.jdbc.kernel.exps.PCPath.appendIndex(Select,ExpContext,ExpState,SQLBuffer)",13,28
"org.apache.openjpa.jdbc.kernel.exps.PCPath.appendType(Select,ExpContext,ExpState,SQLBuffer)",21,51
"org.apache.openjpa.jdbc.kernel.exps.PCPath.appendSize(Select,ExpContext,ExpState,SQLBuffer)",13,28
"org.apache.openjpa.jdbc.kernel.exps.PCPath.appendIsNull(Select,ExpContext,ExpState,SQLBuffer)",12,26
"org.apache.openjpa.jdbc.kernel.exps.PCPath.appendIsNotNull(Select,ExpContext,ExpState,SQLBuffer)",12,26
org.apache.openjpa.jdbc.kernel.exps.PCPath.isSubqueryPath(),5,9
org.apache.openjpa.jdbc.kernel.exps.PCPath.hashCode(),4,12
org.apache.openjpa.jdbc.kernel.exps.PCPath.equals(Object),6,18
org.apache.openjpa.jdbc.kernel.exps.PCPath.getId(),1,2
org.apache.openjpa.jdbc.kernel.exps.PCPath.Action.toString(),2,3
org.apache.openjpa.jdbc.kernel.exps.PCPath.Action.hashCode(),3,6
org.apache.openjpa.jdbc.kernel.exps.PCPath.Action.equals(Object),5,9
org.apache.openjpa.jdbc.kernel.exps.CurrentDate.CurrentDate(Class<>),3,6
org.apache.openjpa.jdbc.kernel.exps.CurrentDate.getType(),2,3
org.apache.openjpa.jdbc.kernel.exps.CurrentDate.setImplicitType(Class),3,4
"org.apache.openjpa.jdbc.kernel.exps.CurrentDate.load(ExpContext,ExpState,Result)",15,27
org.apache.openjpa.jdbc.kernel.exps.CurrentDate.getValue(Object[]),12,13
"org.apache.openjpa.jdbc.kernel.exps.CurrentDate.appendTo(Select,ExpContext,ExpState,SQLBuffer,int)",20,46
"org.apache.openjpa.jdbc.meta.MappingTool.MappingTool(JDBCConfiguration,String,boolean)",28,66
org.apache.openjpa.jdbc.meta.MappingTool.getAction(),4,6
org.apache.openjpa.jdbc.meta.MappingTool.isMetaDataAction(),5,7
org.apache.openjpa.jdbc.meta.MappingTool.getSchemaAction(),17,26
org.apache.openjpa.jdbc.meta.MappingTool.setSchemaAction(String),18,31
org.apache.openjpa.jdbc.meta.MappingTool.getReadSchema(),20,27
org.apache.openjpa.jdbc.meta.MappingTool.setReadSchema(boolean),20,32
org.apache.openjpa.jdbc.meta.MappingTool.getSequences(),4,5
org.apache.openjpa.jdbc.meta.MappingTool.setSequences(boolean),5,8
org.apache.openjpa.jdbc.meta.MappingTool.getIndexes(),5,7
org.apache.openjpa.jdbc.meta.MappingTool.setIndexes(boolean),6,10
org.apache.openjpa.jdbc.meta.MappingTool.getForeignKeys(),7,9
org.apache.openjpa.jdbc.meta.MappingTool.setForeignKeys(boolean),8,12
org.apache.openjpa.jdbc.meta.MappingTool.getPrimaryKeys(),7,9
org.apache.openjpa.jdbc.meta.MappingTool.setPrimaryKeys(boolean),8,12
org.apache.openjpa.jdbc.meta.MappingTool.getDropUnusedComponents(),12,18
org.apache.openjpa.jdbc.meta.MappingTool.setDropUnusedComponents(boolean),13,23
org.apache.openjpa.jdbc.meta.MappingTool.setIgnoreErrors(boolean),8,15
org.apache.openjpa.jdbc.meta.MappingTool.getIgnoreErrors(),7,10
org.apache.openjpa.jdbc.meta.MappingTool.newSchemaTool(String),16,50
org.apache.openjpa.jdbc.meta.MappingTool.setSchemaTool(SchemaTool),4,14
org.apache.openjpa.jdbc.meta.MappingTool.getSchemaWriter(),9,14
org.apache.openjpa.jdbc.meta.MappingTool.setSchemaWriter(Writer),10,19
org.apache.openjpa.jdbc.meta.MappingTool.getMappingWriter(),10,14
org.apache.openjpa.jdbc.meta.MappingTool.setMappingWriter(Writer),11,19
org.apache.openjpa.jdbc.meta.MappingTool.getMetaDataFile(),6,10
org.apache.openjpa.jdbc.meta.MappingTool.setMetaDataFile(File),7,13
org.apache.openjpa.jdbc.meta.MappingTool.getRepository(),15,30
org.apache.openjpa.jdbc.meta.MappingTool.setRepository(MappingRepository),6,12
org.apache.openjpa.jdbc.meta.MappingTool.getSchemaGroup(),31,90
org.apache.openjpa.jdbc.meta.MappingTool.setSchemaGroup(SchemaGroup),3,9
org.apache.openjpa.jdbc.meta.MappingTool.clear(),14,22
org.apache.openjpa.jdbc.meta.MappingTool.record(),13,14
org.apache.openjpa.jdbc.meta.MappingTool.record(MappingTool.Flags),87,309
org.apache.openjpa.jdbc.meta.MappingTool.dropUnusedSchemaComponents(ClassMapping[]),26,74
org.apache.openjpa.jdbc.meta.MappingTool.addSequenceComponents(ClassMapping[]),9,17
"org.apache.openjpa.jdbc.meta.MappingTool.addSequenceComponents(ClassMapping,SchemaGroup)",28,100
org.apache.openjpa.jdbc.meta.MappingTool.run(Class<>),13,42
org.apache.openjpa.jdbc.meta.MappingTool.add(Class<>),11,24
"org.apache.openjpa.jdbc.meta.MappingTool.getMapping(MappingRepository,Class<>,boolean)",18,40
org.apache.openjpa.jdbc.meta.MappingTool.addMeta(Class<>),33,89
org.apache.openjpa.jdbc.meta.MappingTool.refresh(Class<>),12,25
org.apache.openjpa.jdbc.meta.MappingTool.validate(Class<>),19,36
org.apache.openjpa.jdbc.meta.MappingTool.buildSchema(Class<>),26,63
org.apache.openjpa.jdbc.meta.MappingTool.drop(Class<>),23,61
org.apache.openjpa.jdbc.meta.MappingTool.main(String[]),188,552
org.apache.openjpa.jdbc.meta.MappingTool.main(String[]).$1.run(Options),13,20
"org.apache.openjpa.jdbc.meta.MappingTool.run(JDBCConfiguration,String[],Options)",50,273
"org.apache.openjpa.jdbc.meta.MappingTool.run(JDBCConfiguration,String[],Flags,ClassLoader)",75,283
org.apache.openjpa.jdbc.meta.MappingTool.newImportExports(),23,42
"org.apache.openjpa.jdbc.meta.MappingTool.contains(String,String)",5,9
"org.apache.openjpa.jdbc.meta.MappingTool.ImportExport.importMappings(JDBCConfiguration,Class<>[],String[],boolean,Log,ClassLoader)",14,17
"org.apache.openjpa.jdbc.meta.MappingTool.ImportExport.exportMappings(JDBCConfiguration,Class<>[],boolean,Log,Writer)",13,17
org.apache.openjpa.jdbc.meta.strats.NoneDiscriminatorStrategy.getInstance(),5,7
org.apache.openjpa.jdbc.meta.strats.NoneDiscriminatorStrategy.NoneDiscriminatorStrategy(),5,5
org.apache.openjpa.jdbc.meta.strats.NoneDiscriminatorStrategy.getAlias(),2,3
org.apache.openjpa.jdbc.meta.strats.NoneDiscriminatorStrategy.setDiscriminator(Discriminator),10,14
org.apache.openjpa.jdbc.meta.ValueMappingImpl.ValueMappingImpl(FieldMapping),13,26
org.apache.openjpa.jdbc.meta.ValueMappingImpl.ValueMappingImpl(),5,5
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getValueInfo(),3,6
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getHandler(),2,4
org.apache.openjpa.jdbc.meta.ValueMappingImpl.setHandler(ValueHandler),3,7
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getMappingRepository(),2,7
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getFieldMapping(),4,9
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getTypeMapping(),4,7
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getDeclaredTypeMapping(),5,9
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getEmbeddedMapping(),4,7
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getValueMappedByMapping(),6,11
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getColumns(),7,13
org.apache.openjpa.jdbc.meta.ValueMappingImpl.setColumns(Column[]),6,11
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getColumnIO(),7,12
org.apache.openjpa.jdbc.meta.ValueMappingImpl.setColumnIO(ColumnIO),2,3
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getForeignKey(),5,11
org.apache.openjpa.jdbc.meta.ValueMappingImpl.setForeignKey(ForeignKey),5,8
"org.apache.openjpa.jdbc.meta.ValueMappingImpl.getForeignKey(ClassMapping,int)",29,102
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getForeignKey(ClassMapping),4,9
org.apache.openjpa.jdbc.meta.ValueMappingImpl.newForwardForeignKey(ClassMapping),27,123
"org.apache.openjpa.jdbc.meta.ValueMappingImpl.getEquivalentColumn(Column,ClassMapping,String)",22,63
"org.apache.openjpa.jdbc.meta.ValueMappingImpl.getEquivalentColumn(DBIdentifier,ClassMapping,boolean)",24,67
org.apache.openjpa.jdbc.meta.ValueMappingImpl.newInverseForeignKey(ClassMapping),20,55
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getJoinDirection(),5,10
org.apache.openjpa.jdbc.meta.ValueMappingImpl.setJoinDirection(int),3,6
"org.apache.openjpa.jdbc.meta.ValueMappingImpl.setForeignKey(Row,OpenJPAStateManager,int)",19,45
"org.apache.openjpa.jdbc.meta.ValueMappingImpl.setForeignKey(Row,OpenJPAStateManager)",9,15
"org.apache.openjpa.jdbc.meta.ValueMappingImpl.whereForeignKey(Row,OpenJPAStateManager)",13,27
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getIndependentTypeMappings(),10,31
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getSelectSubclasses(),19,40
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getValueUnique(),3,4
org.apache.openjpa.jdbc.meta.ValueMappingImpl.setValueUnique(Unique),4,7
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getValueIndex(),3,4
org.apache.openjpa.jdbc.meta.ValueMappingImpl.setValueIndex(Index),4,7
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getUseClassCriteria(),4,8
org.apache.openjpa.jdbc.meta.ValueMappingImpl.setUseClassCriteria(boolean),2,5
org.apache.openjpa.jdbc.meta.ValueMappingImpl.getPolymorphic(),2,2
org.apache.openjpa.jdbc.meta.ValueMappingImpl.setPolymorphic(int),3,5
org.apache.openjpa.jdbc.meta.ValueMappingImpl.refSchemaComponents(),9,19
"org.apache.openjpa.jdbc.meta.ValueMappingImpl.mapConstraints(String,boolean)",8,12
"org.apache.openjpa.jdbc.meta.ValueMappingImpl.mapConstraints(DBIdentifier,boolean)",10,15
org.apache.openjpa.jdbc.meta.ValueMappingImpl.clearMapping(),15,19
org.apache.openjpa.jdbc.meta.ValueMappingImpl.syncMappingInfo(),7,17
org.apache.openjpa.jdbc.meta.ValueMappingImpl.copy(ValueMetaData),7,13
org.apache.openjpa.jdbc.meta.ValueMappingImpl.copyMappingInfo(ValueMapping),14,48
org.apache.openjpa.jdbc.meta.ValueMappingImpl.resolve(int),8,32
org.apache.openjpa.jdbc.meta.ValueMappingImpl.resolveMapping(),18,46
org.apache.openjpa.jdbc.meta.ValueMappingImpl.initializeMapping(),22,71
